width,rule,n,mean,std,t_mean,Sharpe_ann,pct_buy,med_eff_width,med_credit,frac_entry_ic_le0
w10,always short,871.0,-0.004844809770070862,0.35840696530200417,-0.3989416371917977,-0.21458559194388255,0.0,10.0,4.324999928474426,0.000774593338497289
w10,long-short volatility,871.0,0.019653948087642984,0.3578998886077775,1.6206801722100233,0.8717430864159286,45.350172215843855,10.0,4.324999928474426,0.000774593338497289
w10,unit-median VRP,871.0,0.02461733557448319,0.524459684069261,1.385281436026087,0.7451251241935828,45.350172215843855,10.0,4.324999928474426,0.000774593338497289
w25,always short,871.0,0.001076055046525943,0.23736407796939196,0.13379151497634748,0.07196474060807465,0.0,25.0,5.199999948963523,0.000774593338497289
w25,long-short volatility,871.0,0.011604757976831944,0.2370823475806729,1.4445944632803307,0.7770288411205188,45.350172215843855,25.0,5.199999948963523,0.000774593338497289
w25,unit-median VRP,871.0,0.01570849103449041,0.4207410538825088,1.1018656782907963,0.5926794216894528,45.350172215843855,25.0,5.199999948963523,0.000774593338497289
w50,always short,871.0,0.000977916782925037,0.14094062458924747,0.20477398655456963,0.11014530202671062,0.0,50.0,5.29999990388751,0.000774593338497289
w50,long-short volatility,871.0,0.007000944060834827,0.14076983883377325,1.4677634597850868,0.7894911472982231,45.350172215843855,50.0,5.29999990388751,0.000774593338497289
w50,unit-median VRP,871.0,0.00883252618685263,0.2593537145371174,1.0050821006061015,0.5406207760837743,45.350172215843855,50.0,5.29999990388751,0.000774593338497289
w75,always short,871.0,-0.00020506913236235878,0.10130760193947899,-0.0597402913347046,-0.03213353679800147,0.0,75.0,5.300000142306089,0.000774593338497289
w75,long-short volatility,871.0,0.004724866425585739,0.10119744210941044,1.3779360977354158,0.7411741608992352,45.350172215843855,75.0,5.300000142306089,0.000774593338497289
w75,unit-median VRP,871.0,0.00585950852097364,0.18199624983970566,0.9501842524640048,0.5110919273956801,45.350172215843855,75.0,5.300000142306089,0.000774593338497289
w100,always short,871.0,-0.0002191362998969037,0.07739976229977329,-0.08355718009728244,-0.04494433591477124,0.0,100.0,5.300000142306089,0.000774593338497289
w100,long-short volatility,871.0,0.003272517569529921,0.07733078041188104,1.2489316495617357,0.6717843221508816,45.350172215843855,100.0,5.300000142306089,0.000774593338497289
w100,unit-median VRP,871.0,0.004187150559484317,0.13745892629202675,0.8989896827029575,0.48355502467021894,45.350172215843855,100.0,5.300000142306089,0.000774593338497289
c1xentry,always short,871.0,-0.008332474108528018,0.39567678179074817,-0.6215019328609274,-0.3342979216108036,0.0,10.0,4.324999928474426,0.000774593338497289
c1xentry,long-short volatility,871.0,0.011735669770494174,0.3955903706198468,0.875530432658061,0.4709365948345197,45.350172215843855,10.0,4.324999928474426,0.000774593338497289
c1xentry,unit-median VRP,871.0,0.01412849282351969,0.537129360421561,0.7762936264973856,0.4175583890836594,45.350172215843855,10.0,4.324999928474426,0.000774593338497289
c2xentry,always short,871.0,-0.004212534060088132,0.33660814151757307,-0.3693413113580525,-0.1986639561741063,0.0,15.0,4.899999901652336,0.000774593338497289
c2xentry,long-short volatility,871.0,0.020323422708199073,0.33601977695553864,1.7850117879412095,0.9601349556752856,45.350172215843855,15.0,4.899999901652336,0.000774593338497289
c2xentry,unit-median VRP,871.0,0.022207993304613635,0.4527491615833713,1.4476405530949275,0.778667293778859,45.350172215843855,15.0,4.899999901652336,0.000774593338497289
c4xentry,always short,871.0,-0.001863615505941438,0.230289094308593,-0.23883172807672806,-0.12846452454820073,0.0,25.0,5.199999948963523,0.000774593338497289
c4xentry,long-short volatility,871.0,0.017049279574539077,0.22966395443271798,2.19089856807014,1.1784562509636225,45.350172215843855,25.0,5.199999948963523,0.000774593338497289
c4xentry,unit-median VRP,871.0,0.02000495192028545,0.29146671562801113,2.0256183483793015,1.089554139796113,45.350172215843855,25.0,5.199999948963523,0.000774593338497289
