flag,rule,n,mean,Sharpe_ann,vol_ann,worst_day,maxDD_pts,ex_kurt,flagged_days,flagged_sell_days
top tercile of rank(s_{t-1}) [primary],reference sign(s),866.0,0.08998148130165044,1.2707081279214831,17.844643305387763,-5.42248033384579,-20.40024989989894,10.585120739308477,268.0,111.0
top tercile of rank(s_{t-1}) [primary],A: flat on flagged days,866.0,0.04726348745949418,0.8137996626785091,14.635541627765122,-5.42248033384579,-20.40024989989894,23.613083509204696,268.0,111.0
top tercile of rank(s_{t-1}) [primary],B: flat on flagged days only when selling,866.0,0.06780781193009942,1.0093005279176617,16.930109648945958,-5.42248033384579,-20.40024989989894,13.2943055793494,268.0,111.0
top tercile of rank(s_{t-1}) [primary],reference always-short,866.0,0.014475039378387317,0.2037791310734338,17.90031149970463,-10.31604850795286,-19.29450266378352,10.891894305940426,268.0,111.0
top tercile of rank(s_{t-1}) [primary],A on always-short,866.0,0.01284569447744157,0.2209127810719659,14.653362257300692,-10.31604850795286,-22.433325010943822,24.003230988975446,268.0,111.0
bottom tercile of rank(s_{t-1}),reference sign(s),866.0,0.08998148130165044,1.2707081279214831,17.844643305387763,-5.42248033384579,-20.40024989989894,10.585120739308477,234.0,187.0
bottom tercile of rank(s_{t-1}),A: flat on flagged days,866.0,0.06007219647986629,0.9227244815100021,16.4059736316449,-5.42248033384579,-19.70216388341657,15.642090049619833,234.0,187.0
bottom tercile of rank(s_{t-1}),B: flat on flagged days only when selling,866.0,0.06439932726222998,0.9690891289217943,16.746272335278263,-5.42248033384579,-19.70216388341657,14.247460974776308,234.0,187.0
bottom tercile of rank(s_{t-1}),reference always-short,866.0,0.014475039378387317,0.2037791310734338,17.90031149970463,-10.31604850795286,-19.29450266378352,10.891894305940426,234.0,187.0
bottom tercile of rank(s_{t-1}),A on always-short,866.0,-0.0067799838786694365,-0.10396885091297374,16.433344433659567,-10.31604850795286,-23.91549266317683,15.80669401339709,234.0,187.0
top tercile of rank(|s_{t-1}|),reference sign(s),866.0,0.08998148130165044,1.2707081279214831,17.844643305387763,-5.42248033384579,-20.40024989989894,10.585120739308477,161.0,119.0
top tercile of rank(|s_{t-1}|),A: flat on flagged days,866.0,0.08195455648599352,1.21290297014315,17.027370484576277,-5.42248033384579,-20.069294378471803,13.256354050037997,161.0,119.0
top tercile of rank(|s_{t-1}|),B: flat on flagged days only when selling,866.0,0.07725656708609688,1.1253207844771251,17.30053792149803,-5.42248033384579,-20.40024989989894,12.352480749696303,161.0,119.0
top tercile of rank(|s_{t-1}|),reference always-short,866.0,0.014475039378387317,0.2037791310734338,17.90031149970463,-10.31604850795286,-19.29450266378352,10.891894305940426,161.0,119.0
top tercile of rank(|s_{t-1}|),A on always-short,866.0,-0.0029478642370628777,-0.04350073809122746,17.076992720950038,-10.31604850795286,-21.26460015310401,13.433598863738515,161.0,119.0
