,mean-s then sign,majority vote,EW unit-median q,trail-Sharpe um q,trail-IR um q,blk2 0.5 AS + 0.5 UM,blk2 EW 3 rules,blk2 unit-median (bench),blk2 long-short,always short,spectral PC1 sign,spectral PC1 unit-median,PCR k=1 sign,PCR k=2 sign
2022-10-18,0.28773941532258074,0.28773941532258074,0.782049958766631,0.7504172893822023,0.7424039911657746,0.28773941532258074,0.28773941532258074,0.8632182459677422,0.28773941532258074,-0.28773941532258074,0.28773941532258074,0.2537809042389023,-0.28773941532258074,-0.28773941532258074
2022-10-19,-0.3073943521679209,-0.3073943521679209,-0.57171248711847,-0.4932092614235149,-0.4743846190504035,-0.2209924969830434,-0.24979311537800256,-0.7493793461340077,-0.3073943521679209,0.3073943521679209,-0.3073943521679209,-0.16628941358251706,0.3073943521679209,0.3073943521679209
2022-10-20,-0.9012621155115669,-0.9012621155115669,-1.186720400989478,-1.1336173581863644,-1.1154591537511043,-0.34450289360795033,-0.5300893009091558,-1.5902679027274675,-0.9012621155115669,0.9012621155115669,-0.9012621155115669,-0.3114624176035216,0.9012621155115669,0.9012621155115669
2022-10-21,0.7077922186495217,0.7077922186495217,0.6848121036819568,0.6608840700618009,0.6557796719075292,0.7124048527162212,0.7108673080273215,0.7170174867829205,0.7077922186495217,0.7077922186495217,0.7077922186495217,0.342518509740164,0.7077922186495217,0.7077922186495217
2022-10-24,0.17844801682692313,0.17844801682692313,0.09612200799005131,0.07770432126319736,0.07250388490023045,-0.039826932945545845,0.032931383645277146,0.09879415093583144,0.17844801682692313,-0.17844801682692313,0.17844801682692313,0.015802270559598083,-0.17844801682692313,-0.17844801682692313
2022-10-25,1.0,1.0,0.0417372099767166,0.045029464875247296,0.04921212771791005,0.40263075141077553,-0.06491283239281632,-0.19473849717844896,-1.0,1.0,1.0,0.13985832967683787,1.0,1.0
2022-10-26,-1.0,-1.0,-1.949829414582162,-1.7634000373221437,-1.6941876736898123,-0.9045413981497379,-0.9363609320998253,-2.8090827962994758,-1.0,1.0,-1.0,-0.5766377305536822,1.0,1.0
2022-10-27,0.04761238394732614,0.04761238394732614,0.02163585830629344,0.008260144105511187,0.0025812750990670797,0.013528450541795018,0.024889761676972058,0.07466928503091617,0.04761238394732614,-0.04761238394732614,0.04761238394732614,0.0022577000249851312,-0.04761238394732614,-0.04761238394732614
2022-10-28,1.0,1.0,0.1902637106184126,0.26559366270183005,0.29949156726240456,0.3699340472743836,-0.08671063515041094,-0.2601319054512328,-1.0,1.0,1.0,0.18750786010974835,1.0,1.0
2022-10-31,0.5805528456598332,0.5805528456598332,0.49861315647219356,0.5884425025435812,0.6293236114375086,0.3865888952983911,0.4512435454188718,0.1926249449369489,0.5805528456598332,0.5805528456598332,0.5805528456598332,0.25374029562220907,0.5805528456598332,0.5805528456598332
2022-11-01,-1.0,-1.0,-0.414715233605353,-0.2377277334713085,-0.15293549556325398,0.03208204523390695,-0.3119453031773954,-0.9358359095321861,-1.0,1.0,-1.0,-0.030439050959117107,1.0,1.0
2022-11-02,0.4770951704545454,0.4770951704545454,1.3881457412637408,1.3822039786294766,1.378794493488816,0.4770951704545454,0.4770951704545454,1.4312855113636362,0.4770951704545454,-0.4770951704545454,0.4770951704545454,1.405007513041183,-0.4770951704545454,0.4770951704545454
2022-11-03,-2.2699362422183955,-2.2699362422183955,-1.422788493023175,-1.8847345321214066,-2.103486449260116,-1.8700782529834514,-2.0033642493950996,-1.4702202637485073,-2.2699362422183955,-2.2699362422183955,-2.2699362422183955,-0.7823163257136478,-2.2699362422183955,-2.2699362422183955
2022-11-04,-1.019486910819683,-1.019486910819683,-0.36820618384325743,-0.5131181505046785,-0.5729042003855349,-0.44840888657794625,0.040889712554596815,0.12266913766379044,1.019486910819683,-1.019486910819683,-1.019486910819683,-0.25905377960653986,-1.019486910819683,-1.019486910819683
2022-11-07,0.4260177196539171,0.4260177196539171,0.49547047478703454,0.4916526357900898,0.48948012011447506,0.5307580327743584,0.49584459506754464,0.6354983458947996,0.4260177196539171,0.4260177196539171,0.4260177196539171,0.23813439522521257,0.4260177196539171,0.4260177196539171
2022-11-08,0.17977465583141217,0.17977465583141217,0.48409746079012284,0.46869273125838157,0.4625366704476406,0.35954931166282433,0.299624426385687,0.5393239674942365,0.17977465583141217,0.17977465583141217,0.17977465583141217,0.20092391228544046,0.17977465583141217,0.17977465583141217
2022-11-09,-0.3368341547481075,-0.3368341547481075,-0.998410656194453,-1.000893647331094,-1.0015685131764787,-0.6721341344595999,-0.5603674745557692,-1.0074341141710923,-0.3368341547481075,-0.3368341547481075,-0.3368341547481075,-0.4192251846599643,-0.3368341547481075,-0.3368341547481075
