body,strangle (nearest OTM pair),strangle (nearest OTM pair),strangle (nearest OTM pair),strangle (nearest OTM pair),straddle (same strike),straddle (same strike),straddle (same strike),straddle (same strike)
rule,always short,always short,sign(s),sign(s),always short,always short,sign(s),sign(s)
frame,per premium,per time value,per premium,per time value,per premium,per time value,per premium,per time value
2020,-0.42994214215210136,-0.42994214215210136,1.3624408524927496,1.3624408524927496,-1.1221780383631625,-1.4956279657172373,0.8819054093436863,1.1561033747444383
2021,-0.4829052783504602,-0.4829052783504602,1.0712272181134872,1.0712272181134872,-0.4124359966955146,-0.405993036068559,0.6759290047275671,0.788533906062313
2022,1.9368769838107978,1.9368769838107978,0.1060732128220313,0.1060732128220313,2.0939268380694167,2.117013022109066,0.022058266520599078,0.044696404203397176
2023,0.882431124475244,0.882431124475244,2.0181865311331233,2.0181865311331233,1.8420435534836757,1.833475670378988,2.450037311166985,2.783202957566603
2024,-2.0559684558088422,-2.0559684558088422,2.9841484867317636,2.9841484867317636,-1.4841144580043906,-1.7494398481729523,2.9362014609054,2.809331585805649
