tag,forecast,rule,block,days,mean |q|,max |q|,same sign,opposite sign,Sharpe mid,dSharpe mid,lo mid,hi mid,basic lo mid,basic hi mid,reading mid,Sharpe crossed,dSharpe crossed,lo crossed,hi crossed,basic lo crossed,basic hi crossed,reading crossed
a0,baseline (HAR + calendar OLS),sign(s),after 252-day warm-up,614,1.0,1.0,1.0,0.0,1.2640571133756142,,,,,,,0.8961779260095244,,,,,,
a0,baseline (HAR + calendar OLS),(a) proportional s/rms,after 252-day warm-up,614,0.10293811999872848,1.336062246538818,1.0,0.0,0.9931671414421974,-0.2708899719334168,-1.467497625723546,0.9217478449761399,-1.4635277888429736,0.9257176818567123,includes zero,0.7502610787466759,-0.14591684726284848,-1.3586310044468943,1.0695309863853477,-1.3613646809110447,1.0667973099211974,includes zero
a0,baseline (HAR + calendar OLS),"(b) rank of |s|, sign kept",after 252-day warm-up,614,0.42098014158458025,0.9655913978494624,0.996742671009772,0.0,1.2893768643951282,0.025319751019514003,-0.7111013450369925,0.7735752474522727,-0.7229357454132447,0.7617408470760205,includes zero,0.9327334498566208,0.03655552384709637,-0.6940435865061046,0.7920594312958512,-0.7189483836016585,0.7671546342002974,includes zero
a0,baseline (HAR + calendar OLS),(c) centred rank 2F(s)-1,after 252-day warm-up,614,0.4750844462537879,0.956989247311828,0.7671009771986971,0.23289902280130292,0.9028938302204529,-0.36116328315516133,-1.3453027871144163,0.6211895119145935,-1.343516078224916,0.6229762208040936,includes zero,0.5751466239299957,-0.3210313020795287,-1.3094588232075728,0.6570518447829926,-1.29911444894205,0.6673962190485154,includes zero
a0,baseline (HAR + calendar OLS),sign(s),from the second day,865,1.0,1.0,1.0,0.0,0.9836627967343988,,,,,,,0.5067699011609431,,,,,,
a0,baseline (HAR + calendar OLS),(a) proportional s/rms,from the second day,865,0.20538752261754897,33.749653346148044,1.0,0.0,-0.43646184668006266,-1.4201246434144614,-2.3757897346540107,0.28164488100014345,-3.1218941678290664,-0.4644595521749122,includes zero,-0.5361791569756492,-1.0429490581365923,-1.9661687563369865,0.5720724358222934,-2.657970552095478,-0.11972935993619815,includes zero
a0,baseline (HAR + calendar OLS),"(b) rank of |s|, sign kept",from the second day,865,0.4294174836069857,1.0,0.9942196531791907,0.0,0.9769482909225633,-0.006714505811835525,-0.664577115968621,0.6294533049639947,-0.6428823165876657,0.65114810434495,includes zero,0.5029397322090611,-0.0038301689518820403,-0.6855328104677928,0.6484145753789212,-0.6560749132826853,0.6778724725640287,includes zero
a0,baseline (HAR + calendar OLS),(c) centred rank 2F(s)-1,from the second day,865,0.4689944382639508,1.0,0.793063583815029,0.2046242774566474,0.6900217227609112,-0.2936410739734876,-1.0249501719444603,0.42229959179408044,-1.0095817397410556,0.43766802399748506,includes zero,0.23865835462733198,-0.26811154653361113,-0.9884275789283424,0.44175436619117947,-0.9779774592584017,0.45220448586112016,includes zero
blk2,block-diagonal ridge,sign(s),after 252-day warm-up,614,1.0,1.0,1.0,0.0,1.5394186993352832,,,,,,,1.1816052790591631,,,,,,
blk2,block-diagonal ridge,(a) proportional s/rms,after 252-day warm-up,614,0.11425854148038651,2.4000691182702556,1.0,0.0,0.7597551815046515,-0.7796635178306317,-2.085461988664909,0.6182882040477946,-2.1776152397090582,0.5261349530036457,includes zero,0.5365973803723545,-0.6450078986868086,-1.9342885773512153,0.7491308353814937,-2.039146632755111,0.644272779977598,includes zero
blk2,block-diagonal ridge,"(b) rank of |s|, sign kept",after 252-day warm-up,614,0.429897312541606,0.9723926380368099,0.993485342019544,0.0,1.5841853661609198,0.04476666682563657,-0.7333895420828326,0.8615405071092415,-0.7720071734579683,0.8229228757341057,includes zero,1.2218295068683738,0.040224227809210644,-0.7431298566622634,0.8603576384351613,-0.77990918281674,0.8235783122806847,includes zero
blk2,block-diagonal ridge,(c) centred rank 2F(s)-1,after 252-day warm-up,614,0.47469899385696174,0.9698492462311558,0.8338762214983714,0.16612377850162866,1.1446717381378086,-0.39474696119747454,-1.3598268817358588,0.5138115226759699,-1.303305445070919,0.5703329593409097,includes zero,0.8153162039236976,-0.3662890751354655,-1.3406361213205884,0.556933995614554,-1.289512145885485,0.6080579710496574,includes zero
blk2,block-diagonal ridge,sign(s),from the second day,865,1.0,1.0,1.0,0.0,1.355123361835956,,,,,,,0.8859839037170301,,,,,,
blk2,block-diagonal ridge,(a) proportional s/rms,from the second day,865,0.2108813738650644,29.151025693422906,1.0,0.0,-0.6977657566924429,-2.052889118528399,-3.053320529628217,-0.2570732027622325,-3.8487050342945657,-1.052457707428581,excludes zero,-0.7676533200062665,-1.6536372237232966,-2.6300880377728717,-0.06579966934287702,-3.2414747781037163,-0.6771864096737215,"knife-edge, excludes zero"
blk2,block-diagonal ridge,"(b) rank of |s|, sign kept",from the second day,865,0.4284987844066708,1.0,0.9884393063583815,0.0,1.1256184062872092,-0.22950495554874673,-0.9011292372964784,0.4871989556850532,-0.9462088667825467,0.442119326198985,includes zero,0.6359343152926303,-0.2500495884243997,-0.9270990194029476,0.4869763693563529,-0.9870755462051524,0.42699984255414813,includes zero
blk2,block-diagonal ridge,(c) centred rank 2F(s)-1,from the second day,865,0.4639836460289477,1.0,0.8508670520231214,0.14913294797687862,0.6186023383640866,-0.7365210234718693,-1.5164074111358337,0.14060976375977483,-1.6136518107035134,0.043365364192095024,includes zero,0.18480244308451324,-0.7011814606325169,-1.4735732795395258,0.1725517124880604,-1.5749146337530942,0.07121035827449207,includes zero
blk2_inc,"block-diagonal ridge, without the FOMC columns",sign(s),after 252-day warm-up,614,1.0,1.0,1.0,0.0,1.5188552233159325,,,,,,,1.162119518165091,,,,,,
blk2_inc,"block-diagonal ridge, without the FOMC columns",(a) proportional s/rms,after 252-day warm-up,614,0.11106843039220834,2.349832995988879,1.0,0.0,0.7524324686990645,-0.7664227546168679,-1.986512076331449,0.5910802474657084,-2.1239257566994443,0.45366656709771314,includes zero,0.5295954994604333,-0.6325240187046577,-1.8335152933028773,0.7160806863240813,-1.9811287237333968,0.568467255893562,includes zero
blk2_inc,"block-diagonal ridge, without the FOMC columns","(b) rank of |s|, sign kept",after 252-day warm-up,614,0.43009550754980647,0.9723926380368099,0.996742671009772,0.0,1.6445576390861085,0.12570241577017605,-0.5857994127982168,0.8716283174930959,-0.6202234859527438,0.8372042443385689,includes zero,1.2869598872504868,0.12484036908539586,-0.594829775111672,0.8706284300597508,-0.620947691888959,0.8445105132824637,includes zero
