rule,n,f_ruin,f_star,f_quad,g_ann_at_f_star,terminal_f_star,maxDD_f_star,terminal_half,maxDD_half,causal_mean_f,g_ann_causal,terminal_causal,maxDD_causal
always short,871.0,0.09693634139361391,0.01521118473388306,0.01586855458760346,0.03914936826213817,1.1448960970131352,-0.26582586244009876,1.1062521882881295,-0.1361035737441455,0.013576912182577495,-0.11441092355103982,0.6733809211256165,-0.5813209219412698
long-short volatility,871.0,0.18441745260032655,0.05580458623352677,0.05567183395382964,0.49948771331813296,5.620406327215291,-0.6407895363087028,3.633965543431919,-0.34954586844059277,0.03897094629209185,0.17842528544041325,1.8528038636998645,-0.6382928594782877
