rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.5279303582263236,6.136391500967667,-0.42315248324496435,0.8746793106703658,0.23938585209254812,866.0
