rule,units,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,per premium,870.0,-0.004119895722544237,1.0553560571573513,-6.8688205640835145,-0.4584782555695782,0.2801499067954092,0.849519997609044,0.9896373056474764,-1.8547501304068603,5.542655145100724,-0.11514546635869993,-0.061970854871848904,0.0,0.0
always short,per max risk,870.0,-0.0019562243064251772,0.3839248931957046,-1.0,-0.15008627583997342,0.07219208217075518,0.18808247007215484,1.6561951084758983,-0.38292272375854725,1.9173742325373548,-0.15029066460843216,-0.08088586775990912,0.0,0.0
long-short volatility,per premium,870.0,0.07226225839174112,1.110712055133715,-5.436564787370249,-0.6185275021693188,0.14415657145727448,0.8315221808703908,10.31604850795286,0.9230838783439878,11.273798753518129,1.9189765652592583,1.0327859358153133,275.0,31.60919540229885
long-short volatility,per max risk,870.0,0.04496559338106516,0.8314614659296703,-1.0,-0.33550715913331763,0.04210119005772002,0.22660444297985574,10.31604850795286,3.992064840351248,35.042434701881795,1.5951364112796709,0.8584963887008088,275.0,31.60919540229885
