rule,frame,w,causal_g_ann,causal_maxDD,causal_terminal,causal_worst_day_factor,half_g_ann,half_maxDD,half_terminal,half_worst_day_factor,mean_f,uncapped_g_ann,uncapped_mean_f,uncapped_terminal
always short,capital at risk,25,-0.006008975297846991,-0.023747636087552704,0.979468430965082,0.9898347659745464,-0.00299485622902394,-0.011913249814985316,0.989713883093625,0.9949173829872733,0.0005296561717949145,,,
always short,per premium,25,-0.11153196196818876,-0.4611557186285604,0.6804160558466389,0.8779594355019749,-0.0496145719480309,-0.2535286150137803,0.8425785361196958,0.9389797177509874,0.006072195420150184,-0.11855405646399497,0.013431746602019989,0.6641191078076852
long-short volatility,capital at risk,25,0.20963262812315747,-0.5515803694815917,2.0621140456416582,0.9154226075405758,0.15687160801393693,-0.2993374047269959,1.7187212439098365,0.9577113037702879,0.049322046422098254,,,
long-short volatility,per premium,25,0.24161438057739532,-0.8459256711183676,2.3028440103993457,0.6410076632184079,0.2857186121081762,-0.5348409843794933,2.681588905914882,0.8205038316092039,0.06276109568000257,0.5932771402862924,0.06996052051328319,7.754076449844249
always short,capital at risk,50,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,
always short,per premium,50,-0.11664193437001837,-0.5101605461324779,0.6685177087809786,0.8490391367480634,-0.048213256559337586,-0.28164105204195755,0.8466647015894402,0.9245195683740317,0.008970298897158016,-0.11855405646399497,0.013431746602019989,0.6641191078076852
long-short volatility,capital at risk,50,0.20616850674138154,-0.6290911819437905,2.0375991461880316,0.9058561728163415,0.15492951984225004,-0.33104447712065843,1.7072360593462967,0.9529280864081707,0.0567422194347628,,,
long-short volatility,per premium,50,0.4383665393913929,-0.8669473687193928,4.54218553119308,0.5916638834983345,0.41811468940794394,-0.5663665585645115,4.23545681816758,0.7958319417491673,0.06670810013186618,0.5932771402862924,0.06996052051328319,7.754076449844249
