,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,871.0,0.001076055046525943,0.23736407796939196,-0.8730000010877847,-0.11369820810854435,0.05940234564244747,0.14909765612334014,0.5950000190734863,-0.8224338031497621,0.8513728890744869,0.13379151497634748,0.07196474060807465,0.0,0.0
long-short volatility,871.0,0.011558820347430328,0.2370845942639884,-0.7804023456573487,-0.1277988251298666,0.03419725775718689,0.15449999798089264,0.8730000010877847,-0.150047959974366,0.8697167755270652,1.4388623766173427,0.7739456251937251,275.0,31.572904707233064
