rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.5749287143145936,7.2120056565709465,-0.42488764695253456,0.8373255916021319,0.18441745260032655,866.0
"sign(s), flat on event days",0.03,0.7714112912374022,14.167647563604804,-0.4056232648613587,0.8611997767857142,0.21613798094319142,866.0
