,a0,blk2,lgbm,xgb,lasso_t,lasso_f,enet
a0,1.0,0.36653348774916833,0.010142358638382858,0.12955043035010674,0.07781520910317262,0.346764497988386,0.04120588541429166
blk2,0.36653348774916833,1.0,0.5555157838767604,0.5213343627357623,0.8306875879572814,0.9915017888942473,0.7909300588422777
lgbm,0.010142358638382858,0.5555157838767604,1.0,0.9586920137397615,0.6574748836382784,0.5861510106916958,0.7666947091732326
xgb,0.12955043035010674,0.5213343627357623,0.9586920137397615,1.0,0.5154321700068412,0.5298456777029269,0.6190354404558872
lasso_t,0.07781520910317262,0.8306875879572814,0.6574748836382784,0.5154321700068412,1.0,0.8810581014491018,0.9623986540358107
lasso_f,0.346764497988386,0.9915017888942473,0.5861510106916958,0.5298456777029269,0.8810581014491018,1.0,0.8446475251299815
enet,0.04120588541429166,0.7909300588422777,0.7666947091732326,0.6190354404558872,0.9623986540358107,0.8446475251299815,1.0
