,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,871.0,0.000977916782925037,0.14094062458924747,-0.7310000020265579,-0.04945068318396807,0.033202146515250205,0.07830028913915157,0.3983027333021164,-1.3962992333185162,4.007361953621509,0.20477398655456963,0.11014530202671062,0.0,0.0
long-short volatility,871.0,-0.003054402774043731,0.14091088311530162,-0.7310000020265579,-0.05885058604180813,0.02159570313990116,0.077250000461936,0.4888007812574506,-1.2513931922645363,3.8627750686976805,-0.6397213517746684,-0.34409791345923296,131.0,15.040183696900115
unit-median VRP,871.0,0.00382291246675275,0.23679561457891932,-1.6140000236034393,-0.024808470982070896,0.0059697881335658695,0.04813563013303837,1.1949081999063491,-1.2566782013426812,12.808059546861422,0.47646365347145464,0.2562836906160346,131.0,15.040183696900115
