body,rule,n,n_tv,Sharpe_mid,Sharpe_crossed_spread,Sharpe_mid_tv,Sharpe_crossed_spread_tv,mean_mid,mean_crossed_spread,half_spread_over_premium_median
strangle (nearest OTM pair),always short,866.0,866.0,0.2037791310734338,-0.27494569629521737,0.20377913107343393,-0.27494569629521753,0.014475039378387317,-0.020279858014825125,0.02898549698050643
strangle (nearest OTM pair),sign(s),866.0,866.0,1.3383216111351313,0.8695877009703311,1.3383216111351313,0.8695877009703311,0.09473635268767665,0.061366566958345296,0.02898549698050643
straddle (same strike),always short,866.0,866.0,0.5000021153019774,-0.10182798991557893,0.35074767851936056,-0.258585653277945,0.02507142123760521,-0.005274695421271772,0.02531646192073822
straddle (same strike),sign(s),866.0,866.0,1.188647391071021,0.6009782660021579,1.3461139020961725,0.7497627228638408,0.05946483901050486,0.030172177464881347,0.02531646192073822
