,straddle_short_pts,strangle_short_pts,vertical_short_pts
2020-03-18,-35.15009689331055,-30.500097274780273,-4.649999618530273
2020-03-20,-2.0300750732421875,0.5699214935302734,-2.5999984741210938
2020-03-23,8.650096893310547,3.7500972747802734,4.899999618530273
2020-03-25,-39.88994216918945,-37.38994121551514,-2.5
2020-03-27,-34.08002853393555,-36.530029296875,2.4499998092651367
2020-03-30,6.300098419189453,3.85009765625,2.4499998092651367
2020-03-31,12.859912872314453,15.609911918640137,-2.75
2020-04-01,7.450000762939453,5.300000190734863,2.15000057220459
2020-04-03,10.550098419189453,13.050097465515137,-2.5
2020-04-06,-9.679931640625,-12.029931545257568,2.34999942779541
2020-04-08,12.120018005371094,14.799999713897705,-2.679980754852295
2020-04-09,21.620067596435547,19.5,2.120067596435547
2020-04-13,7.170116424560547,9.770116806030273,-2.5999999046325684
2020-04-15,12.060108184814453,9.560107707977295,2.5
2020-04-17,-6.460058212280273,-9.110058784484863,2.6500000953674316
2020-04-20,7.559911727905273,5.259912014007568,2.3000001907348633
2020-04-22,5.610058784484863,3.260058641433716,2.3500001430511475
2020-04-24,8.410009384155273,8.049999952316284,0.36000990867614746
2020-04-27,6.22998046875,3.929980516433716,2.299999952316284
2020-04-29,-6.439990997314453,-3.564990282058716,-2.875000238418579
2020-04-30,10.020069122314453,9.950000286102295,0.070068359375
2020-05-01,6.559961318969727,8.449999809265137,-1.8900389671325684
2020-05-04,6.260009765625,3.9600095748901367,2.3000001907348633
2020-05-06,-7.380078315734863,-10.005078077316284,2.624999761581421
2020-05-08,3.949951171875,1.8749511241912842,2.0749998092651367
2020-05-11,-3.2600584030151367,-0.43505859375,-2.825000047683716
2020-05-13,-8.300000190734863,-5.849999904632568,-2.450000286102295
2020-05-15,1.9500484466552734,4.400048732757568,-2.4499998092651367
2020-05-18,1.2599120140075684,-0.7400879859924316,2.0
2020-05-20,4.435107707977295,5.5,-1.064892292022705
2020-05-22,-2.824951171875,-0.12495112419128418,-2.700000047683716
2020-05-26,-11.654980659484863,-8.879980444908142,-2.7750000953674316
2020-05-27,-8.979883193969727,-6.404882907867432,-2.575000047683716
2020-05-29,1.1399412155151367,3.5399413108825684,-2.4000000953674316
2020-06-01,2.5799808502197266,4.825000047683716,-2.2450194358825684
2020-06-03,4.395117282867432,2.1451172828674316,2.25
2020-06-05,2.5799312591552734,0.6049318313598633,1.9749999046325684
2020-06-08,-5.839892387390137,-8.064892530441284,2.2250001430511475
2020-06-10,-11.860107421875,-9.360107421875,-2.5
2020-06-12,-7.81005859375,-10.210058689117432,2.4000000953674316
2020-06-15,0.7099123001098633,3.2599120140075684,-2.549999713897705
2020-06-17,9.739990234375,7.3399903774261475,2.3999998569488525
2020-06-19,-0.8100099563598633,2.3399901390075684,-3.1500000953674316
2020-06-22,-1.9101076126098633,0.3398923873901367,-2.25
2020-06-24,8.030077934265137,5.380077838897705,2.6500000953674316
2020-06-26,7.800048828125,10.400048732757568,-2.5999999046325684
2020-06-29,-4.839990615844727,-6.9649903774261475,2.125000238418579
2020-06-30,-4.740038871765137,-2.240039110183716,-2.499999761581421
2020-07-01,-1.4398927688598633,1.7101073265075684,-3.1499998569488525
2020-07-02,-1.614990234375,-4.314990282058716,2.700000047683716
2020-07-06,-2.044970989227295,0.530029296875,-2.575000286102295
2020-07-08,2.7100586891174316,5.5000001192092896,-2.7899413108825684
2020-07-10,2.7599611282348633,5.0849609375,-2.3249998092651367
2020-07-13,-15.330028533935547,-12.230029106140137,-3.0999999046325684
2020-07-15,7.889942169189453,5.939941644668579,1.9500000476837158
2020-07-17,1.7549805641174316,-0.49501943588256836,2.25
2020-07-20,3.2900876998901367,4.174999952316284,-0.8849122524261475
2020-07-22,0.2799806594848633,-1.920019507408142,2.1999998092651367
2020-07-24,4.170117378234863,2.070117473602295,2.0999999046325684
2020-07-27,4.559911727905273,3.3999998569488525,1.159912109375
2020-07-29,5.489941596984863,5.200000047683716,0.28994131088256836
2020-07-31,-9.045117378234863,-11.270117282867432,2.2249999046325684
2020-08-03,5.785107612609863,3.460107445716858,2.3249998092651367
2020-08-05,2.3049802780151367,0.5299805402755737,1.774999976158142
2020-08-07,-3.4800291061401367,-5.380029201507568,1.9000000953674316
2020-08-10,5.180029392242432,3.2050293684005737,1.975000023841858
2020-08-12,2.2000975608825684,-0.22490239143371582,2.424999952316284
2020-08-14,-0.6500978469848633,2.1499022245407104,-2.8000001907348633
2020-08-17,1.6899900436401367,2.625,-0.9350097179412842
2020-08-19,1.3750977516174316,-1.1499024629592896,2.5250000953674316
2020-08-21,2.534912109375,3.299999952316284,-0.7650878429412842
2020-08-24,-6.905029296875,-4.280029296875,-2.625
2020-08-26,4.97998046875,4.675000071525574,0.30498039722442627
2020-08-28,3.3149900436401367,3.9000000953674316,-0.5850098133087158
2020-08-31,2.5100584030151367,0.13505864143371582,2.375
2020-09-02,6.634912014007568,4.459912061691284,2.174999952316284
2020-09-04,-9.5400390625,-11.740038871765137,2.1999998092651367
2020-09-08,-3.609912872314453,-5.859912395477295,2.25
2020-09-09,-11.640039443969727,-14.490039110183716,2.8499999046325684
2020-09-11,8.019969940185547,5.369970321655273,2.6500000953674316
2020-09-14,4.7099609375,5.6000001430511475,-0.8900389671325684
2020-09-16,1.8899898529052734,-0.260009765625,2.1500000953674316
2020-09-18,4.019969940185547,6.8699705600738525,-2.8500001430511475
2020-09-21,-10.06005859375,-7.510058403015137,-2.5500001907348633
2020-09-23,-1.8800783157348633,0.669921875,-2.5500001907348633
2020-09-25,2.6099605560302734,5.559960842132568,-2.9499998092651367
2020-09-28,4.825098037719727,2.2000975608825684,2.625
2020-09-30,5.350000381469727,2.8500003814697266,2.5
2020-10-02,-0.330078125,-2.780078411102295,2.450000286102295
2020-10-05,5.450097560882568,4.849999904632568,0.60009765625
2020-10-07,1.2399415969848633,4.214941501617432,-2.9749999046325684
2020-10-09,3.3398923873901367,4.0,-0.6601073741912842
2020-10-12,-4.955029487609863,-1.9550292491912842,-3.0
2020-10-14,1.1199216842651367,-1.180078148841858,2.299999713897705
2020-10-16,-4.239941596984863,-6.864941596984863,2.625
2020-10-19,7.219922065734863,8.0,-0.7800779342651367
2020-10-21,-10.239941596984863,-7.339941501617432,-2.9000000953674316
2020-10-23,1.4601078033447266,-0.36489248275756836,1.8250000476837158
2020-10-26,-0.8699703216552734,1.6300294399261475,-2.500000238418579
2020-10-28,-10.369970321655273,-12.869970798492432,2.5
2020-10-30,-10.259961128234863,-7.7099609375,-2.5500001907348633
2020-11-02,6.210009574890137,8.760009765625,-2.5500001907348633
2020-11-04,12.389942169189453,9.889941692352295,2.5
2020-11-06,4.460058212280273,6.424999952316284,-1.9649415016174316
2020-11-09,-27.100000381469727,-24.40000009536743,-2.700000286102295
2020-11-11,-3.8099117279052734,-1.0599119663238525,-2.749999761581421
2020-11-13,2.5250978469848633,5.125097751617432,-2.5999999046325684
2020-11-16,-4.359911918640137,-6.384912014007568,2.0250000953674316
2020-11-18,-19.509961128234863,-16.559961080551147,-2.950000047683716
2020-11-20,1.7400388717651367,4.640038967132568,-2.9000000953674316
2020-11-23,4.590087890625,2.465087890625,2.125
2020-11-25,0.5499024391174316,3.349902391433716,-2.799999952316284
2020-11-27,0.5250976085662842,0.25,0.2750976085662842
2020-11-30,2.7201175689697266,0.8701171875,1.8499999046325684
2020-12-02,2.1899900436401367,4.125,-1.9350097179412842
2020-12-04,-3.4201173782348633,-0.44511711597442627,-2.9749999046325684
2020-12-07,2.9400391578674316,0.9650390148162842,1.9750001430511475
2020-12-09,-4.520068168640137,-1.8450682163238525,-2.6750001907348633
2020-12-11,3.2150392532348633,4.225000023841858,-1.009960651397705
2020-12-14,-10.210009574890137,-7.610009670257568,-2.6000001430511475
2020-12-16,-1.6050782203674316,1.1449220180511475,-2.750000238418579
2020-12-18,-3.459911346435547,-5.709911823272705,2.25
2020-12-21,8.669921875,6.5,2.169921636581421
2020-12-23,-9.389990329742432,-6.714990258216858,-2.6750001907348633
2020-12-24,-0.7149415016174316,0.1999999973922968,-0.9149414300918579
2020-12-28,4.664892673492432,2.850000023841858,1.8148927688598633
2020-12-30,2.9849610328674316,2.225000023841858,0.7599608898162842
2020-12-31,-2.5950679779052734,-0.3950684070587158,-2.1999998092651367
2021-01-04,-0.29990196228027344,2.525097608566284,-2.825000047683716
2021-01-06,5.389892578125,2.7398927211761475,2.6499998569488525
2021-01-08,-1.6299314498901367,0.695068359375,-2.325000047683716
2021-01-11,4.239892959594727,6.575000286102295,-2.3351073265075684
2021-01-13,6.940087795257568,5.399999976158142,1.5400878190994263
2021-01-15,2.6499996185302734,0.0,2.6500000953674316
2021-01-19,4.884912014007568,2.659912109375,2.2249999046325684
2021-01-20,2.3250980377197266,0.27509772777557373,2.0500001907348633
2021-01-22,-3.7050294876098633,-5.630029320716858,1.9250000715255737
2021-01-25,-7.485107421875,-5.235107421875,-2.249999761581421
2021-01-27,10.97998046875,13.629980564117432,-2.6500000953674316
2021-01-29,0.489990234375,-2.1100101470947266,2.6000003814697266
2021-02-01,7.410107612609863,4.685107469558716,2.7250001430511475
2021-02-03,2.4449219703674316,0.01992189884185791,2.4250001907348633
2021-02-05,-0.005078315734863281,2.419921875,-2.4250001907348633
2021-02-08,-5.965087890625,-2.9400877952575684,-3.0250000953674316
2021-02-10,2.1548824310302734,5.179882764816284,-3.0250000953674316
2021-02-12,-4.030077934265137,-6.355078101158142,2.325000286102295
2021-02-16,4.140088081359863,2.0650880336761475,2.075000047683716
2021-02-17,4.019921779632568,2.269921898841858,1.7499998807907104
2021-02-19,-1.7650389671325684,1.109960913658142,-2.875
2021-02-22,-1.0,2.1000001430511475,-3.1000001430511475
2021-02-24,6.020068168640137,4.2500001192092896,1.7700681686401367
2021-02-26,-2.95009708404541,-5.35009765625,2.40000057220459
2021-03-01,-0.8299317359924316,2.3700685501098633,-3.200000286102295
2021-03-03,-1.4800300598144531,-3.980029582977295,2.5
2021-03-05,5.910058975219727,8.360058307647705,-2.4499998092651367
2021-03-08,-1.14990234375,-3.4999022483825684,2.3499999046325684
2021-03-10,2.860057830810547,5.985058307647705,-3.125
2021-03-12,-0.8650879859924316,1.5599122047424316,-2.4250001907348633
2021-03-15,-13.93994140625,-10.764941334724426,-3.1750000715255737
2021-03-17,9.020116806030273,7.849999904632568,1.170116901397705
2021-03-19,-2.449901580810547,0.10009765625,-2.549999713897705
2021-03-22,1.7650880813598633,-0.4849121570587158,2.25
2021-03-24,-12.260107040405273,-9.460107564926147,-2.799999952316284
2021-03-26,-22.26503896713257,-24.2900390625,2.0250000953674316
2021-03-29,-0.10991191864013672,-2.284912109375,2.1750001907348633
2021-03-31,-2.8101072311401367,-5.110107421875,2.3000001907348633
2021-04-01,-3.5201168060302734,-0.47011709213256836,-3.049999952316284
2021-04-05,3.8650879859924316,1.940087914466858,1.9250000715255737
2021-04-07,1.1000490188598633,-0.8249510526657104,1.9250000715255737
2021-04-09,-1.8248043060302734,-4.0248048305511475,2.200000286102295
2021-04-12,3.259765625,1.009765625,2.250000238418579
2021-04-14,2.8101558685302734,0.26015615463256836,2.549999952316284
2021-04-16,6.379785060882568,4.174999952316284,2.204785108566284
2021-04-19,-0.9597654342651367,1.7652344703674316,-2.7250001430511475
2021-04-21,-2.9449219703674316,-4.969921827316284,2.0249998569488525
2021-04-23,-3.8800783157348633,-0.6800780296325684,-3.200000047683716
2021-04-26,3.2048826217651367,3.975000023841858,-0.7701171636581421
2021-04-28,0.3551759719848633,-2.019824266433716,2.375
2021-04-30,4.169921875,1.7699217796325684,2.3999998569488525
2021-05-03,3.6351566314697266,0.9601562023162842,2.6750001907348633
2021-05-05,5.789844512939453,5.9750001430511475,-0.18515610694885254
2021-05-07,4.425097465515137,2.2000977993011475,2.2249999046325684
2021-05-10,-8.969824314117432,-5.9198243618011475,-3.049999952316284
2021-05-12,11.090039253234863,8.590039253234863,2.5
2021-05-14,1.9500980377197266,5.000097751617432,-3.0500001907348633
2021-05-17,4.134961128234863,1.9599609375,2.174999952316284
2021-05-19,-0.93017578125,1.6698243618011475,-2.6000001430511475
2021-05-21,-1.5651369094848633,-3.9901368618011475,2.4250001907348633
2021-05-24,-2.4751954078674316,-4.725195288658142,2.25
2021-05-26,4.434765815734863,3.3249999284744263,1.1097655296325684
2021-05-28,-0.9651365280151367,-3.540136694908142,2.5749998092651367
2021-06-01,1.7400388717651367,2.950000047683716,-1.2099610567092896
2021-06-02,1.2798829078674316,-0.8451172113418579,2.125
2021-06-04,4.040136814117432,2.324999988079071,1.7151367664337158
2021-06-07,2.8049802780151367,2.200000047683716,0.60498046875
2021-06-09,-0.30019521713256836,2.4248046875,-2.7249999046325684
2021-06-11,-3.639941453933716,-5.164941430091858,1.524999976158142
2021-06-14,-11.549902439117432,-8.049902349710464,-3.5
2021-06-16,3.8001956939697266,1.200195550918579,2.6000001430511475
2021-06-18,-4.449804306030273,-6.724804878234863,2.2750000953674316
2021-06-21,1.2099609375,3.274999976158142,-2.0650391578674316
2021-06-23,-8.41015625,-5.710156321525574,-2.700000047683716
2021-06-25,4.774804592132568,3.149999976158142,1.6248044967651367
2021-06-28,3.5901365280151367,1.290136694908142,2.299999952316284
2021-06-30,3.5749998092651367,3.75,-0.17499995231628418
2021-07-02,1.7101564407348633,2.274999976158142,-0.5648437738418579
2021-07-06,1.7349610328674316,2.475000023841858,-0.7400391101837158
2021-07-07,2.079882860183716,2.474999964237213,-0.39511704444885254
2021-07-09,4.149804592132568,2.9250000715255737,1.2248046398162842
2021-07-12,3.4798827171325684,1.8798828125,1.5999999046325684
2021-07-14,4.1748046875,1.999804675579071,2.174999952316284
2021-07-16,4.91015625,2.585156202316284,2.3249998092651367
2021-07-19,-13.340234756469727,-10.790234327316284,-2.549999952316284
2021-07-21,1.1100587844848633,-0.7399412989616394,1.8500001430511475
2021-07-23,3.3599610328674316,1.4599609375,1.9000000953674316
2021-07-26,2.4501953125,2.649999976158142,-0.19980478286743164
2021-07-28,-2.7598633766174316,-0.00986337661743164,-2.75
2021-07-30,7.190234184265137,5.2250001430511475,1.9652342796325684
2021-08-02,-2.5148439407348633,0.3101562261581421,-2.825000047683716
2021-08-04,-2.96484375,0.1351562738418579,-3.100000023841858
2021-08-06,2.85498046875,2.475000023841858,0.37998056411743164
2021-08-09,1.2500977516174316,2.075000047683716,-0.8249024152755737
2021-08-11,-3.83984375,-1.1648437976837158,-2.6750001907348633
2021-08-13,0.3000001907348633,-1.175000011920929,1.4750001430511475
2021-08-16,-0.8099608421325684,-2.409960925579071,1.5999999046325684
2021-08-18,-17.279980659484863,-14.379980564117432,-2.9000000953674316
2021-08-20,3.9050779342651367,3.325000047683716,0.580078125
2021-08-23,-1.3952150344848633,-3.295214891433716,1.9000000953674316
2021-08-25,2.68505859375,1.449999988079071,1.2350585460662842
2021-08-27,2.9951171875,1.3701171278953552,1.625
2021-08-30,-2.8599610328674316,0.5150390267372131,-3.375
2021-08-31,1.94482421875,0.16982430219650269,1.7749998569488525
2021-09-01,-1.91015625,0.8648437261581421,-2.7750000953674316
2021-09-03,-0.5198240280151367,1.925000011920929,-2.44482421875
2021-09-07,-0.7702150344848633,2.25,-3.020214796066284
2021-09-08,1.2051758766174316,2.625,-1.4198241233825684
2021-09-10,-9.219921588897705,-6.3199217319488525,-2.8999998569488525
2021-09-13,3.77001953125,1.8200194835662842,1.950000286102295
2021-09-15,4.6748046875,2.899999976158142,1.7748048305511475
2021-09-17,6.259765625,6.849999904632568,-0.5902342796325684
2021-09-20,-21.47998046875,-18.62998056411743,-2.8499999046325684
2021-09-22,1.89013671875,-0.7598631381988525,2.6499998569488525
2021-09-24,6.545019149780273,4.5,2.0450193881988525
2021-09-27,-1.9151368141174316,1.259863257408142,-3.1750000715255737
2021-09-29,-11.690038681030273,-9.0400390625,-2.6500000953674316
2021-09-30,-19.2099609375,-16.509961128234863,-2.6999998092651367
2021-10-01,1.9900388717651367,4.940039157867432,-2.950000286102295
2021-10-04,1.4400386810302734,4.090039253234863,-2.6500000953674316
2021-10-06,1.4001951217651367,-0.7998046875,2.1999998092651367
2021-10-08,-0.7351565361022949,-3.3101563453674316,2.5749998092651367
2021-10-11,-5.535058975219727,-2.760058641433716,-2.7749998569488525
2021-10-13,4.500195503234863,2.3001952171325684,2.200000286102295
2021-10-15,4.779882907867432,3.7499998807907104,1.0298829078674316
2021-10-18,3.4400386810302734,1.6150389909744263,1.8249999284744263
2021-10-20,3.5100584030151367,1.585058569908142,1.9249999523162842
2021-10-22,5.874902248382568,3.774999976158142,2.0999021530151367
2021-10-25,3.39501953125,2.100000023841858,1.2950196266174316
2021-10-27,-6.044824123382568,-8.594824314117432,2.5500001907348633
2021-10-29,-8.429883003234863,-6.0048828125,-2.4250001907348633
2021-11-01,-3.419921875,-0.7199219465255737,-2.6999998092651367
2021-11-03,0.33017587661743164,-1.2948241233825684,1.625
2021-11-05,4.47021484375,2.7452149391174316,1.7249999046325684
2021-11-08,1.5001955032348633,2.549999952316284,-1.0498046875
2021-11-10,5.059961318969727,6.174999952316284,-1.1150391101837158
2021-11-12,3.9250974655151367,3.7750000953674316,0.15009760856628418
2021-11-15,2.7998046875,3.2249999046325684,-0.42519521713256836
2021-11-17,-1.4050779342651367,1.419921875,-2.8249998092651367
2021-11-19,4.2099609375,2.109960913658142,2.0999999046325684
2021-11-22,-31.46005868911743,-33.78505861759186,2.3249998092651367
2021-11-24,4.840039253234863,4.0,0.8400390148162842
2021-11-29,-2.0299806594848633,-4.154980421066284,2.125
2021-11-30,10.299999237060547,7.899999618530273,2.4000000953674316
2021-12-01,-12.259960174560547,-9.109961032867432,-3.1500000953674316
2021-12-03,-5.080177307128906,-2.5301761627197266,-2.5500001907348633
2021-12-06,7.719922065734863,9.099999904632568,-1.380077838897705
2021-12-08,4.6650390625,2.890039086341858,1.774999976158142
2021-12-10,-5.070019721984863,-6.89501953125,1.8250000476837158
2021-12-13,-8.02978515625,-5.15478515625,-2.875
2021-12-15,2.4999027252197266,0.3499026298522949,2.1499996185302734
2021-12-17,2.39013671875,-0.15986299514770508,2.5500001907348633
2021-12-20,9.97998046875,7.529980182647705,2.450000286102295
2021-12-22,-4.985058784484863,-7.085058569908142,2.0999999046325684
2021-12-23,-2.5349607467651367,0.26503896713256836,-2.799999952316284
2021-12-27,-4.739941596984863,-2.289941430091858,-2.450000286102295
2021-12-29,-1.0899415016174316,1.7600585222244263,-2.8499999046325684
2021-12-31,-8.81982421875,-6.119824409484863,-2.6999998092651367
2022-01-03,0.5399413108825684,2.9649412631988525,-2.424999952316284
2022-01-05,-7.819921493530273,-10.119921684265137,2.299999713897705
2022-01-07,0.9797849655151367,-1.5452148914337158,2.5250000953674316
2022-01-10,-13.240039825439453,-15.590039253234863,2.3499999046325684
2022-01-12,3.0499019622802734,5.39990234375,-2.3499999046325684
2022-01-14,-9.72747802734375e-05,2.39990234375,-2.4000000953674316
2022-01-18,5.959863662719727,3.7098636627197266,2.25
2022-01-19,-15.140233993530273,-17.540234088897705,2.3999996185302734
2022-01-21,17.18994140625,17.0,0.18994140625
2022-01-24,-37.029884338378906,-34.47988319396973,-2.5500001907348633
2022-01-26,21.969825744628906,19.669824600219727,2.3000001907348633
2022-01-28,-26.950096130371094,-24.400097370147705,-2.549999713897705
2022-01-31,-13.199806213378906,-10.549805164337158,-2.6500000953674316
2022-02-02,7.970117568969727,9.799999713897705,-1.8298826217651367
2022-02-04,-13.370214462280273,-15.820214748382568,2.450000286102295
2022-02-07,-8.679882049560547,-5.979882717132568,-2.6999998092651367
2022-02-09,4.669824600219727,7.169824123382568,-2.5
2022-02-11,19.14013671875,21.89013671875,-2.75
2022-02-14,12.480077743530273,15.080078125,-2.6000003814697266
2022-02-16,1.8597660064697266,4.609765529632568,-2.75
2022-02-18,17.570117950439453,15.070117473602295,2.499999523162842
2022-02-22,-2.3902339935302734,-4.790234565734863,2.40000057220459
2022-02-23,-2.450000762939453,0.19999980926513672,-2.6499996185302734
2022-02-25,6.000097274780273,3.6500978469848633,2.34999942779541
2022-02-28,-8.889942169189453,-11.239941596984863,2.3500003814697266
2022-03-02,7.090038299560547,9.890038967132568,-2.8000001907348633
2022-03-04,1.3298835754394531,-0.9201173782348633,2.250000476837158
2022-03-07,-0.8101558685302734,-3.3601560592651367,2.5500001907348633
2022-03-09,-2.5201168060302734,0.07988309860229492,-2.5999999046325684
2022-03-11,-7.43994140625,-4.639941215515137,-2.8000001907348633
2022-03-14,13.709863662719727,11.309863090515137,2.4000000953674316
2022-03-16,-9.409863471984863,-11.759863376617432,2.3499999046325684
2022-03-18,5.179883003234863,7.429883003234863,-2.25
2022-03-21,-0.3801765441894531,2.1698241233825684,-2.5500001907348633
2022-03-23,-7.109766006469727,-4.209765434265137,-2.9000000953674316
2022-03-25,-15.81005859375,-13.360058784484863,-2.4499998092651367
2022-03-28,-7.220019340515137,-4.695019483566284,-2.5249998569488525
2022-03-30,0.7998046875,-1.5501952171325684,2.3499999046325684
2022-03-31,-22.639842987060547,-25.189844131469727,2.5500001907348633
2022-04-01,-7.659863471984863,-5.209863185882568,-2.450000286102295
2022-04-04,1.0598630905151367,3.7098631858825684,-2.6500000953674316
2022-04-06,4.25009822845459,6.800097942352295,-2.549999713897705
2022-04-08,-5.870214462280273,-3.1702146530151367,-2.6999998092651367
2022-04-11,-1.97021484375,0.77978515625,-2.75
2022-04-13,6.08984375,7.25,-1.160156488418579
2022-04-14,-1.0101566314697266,-3.210156202316284,2.200000047683716
2022-04-18,5.760058403015137,3.56005859375,2.1999998092651367
2022-04-20,0.4001960754394531,3.150195598602295,-2.75
2022-04-22,-10.620214462280273,-7.920214653015137,-2.6999998092651367
2022-04-25,5.729881286621094,3.47988224029541,2.25
2022-04-26,2.8001956939697266,-1.8498048782348633,4.650000095367432
2022-04-27,6.359960556030273,9.2099609375,-2.8500003814697266
2022-04-29,1.2301750183105469,-1.1698236465454102,2.3999996185302734
2022-05-02,-3.1298828125,-0.47988319396972656,-2.6499996185302734
2022-05-03,13.429981231689453,13.600000381469727,-0.17002010345458984
2022-05-04,0.18007659912109375,2.5300779342651367,-2.3500003814697266
2022-05-06,-5.439842224121094,-2.8898439407348633,-2.549999237060547
2022-05-09,7.489990234375,5.13999080657959,2.34999942779541
2022-05-10,14.750049591064453,12.350049018859863,2.40000057220459
2022-05-11,0.27993011474609375,-2.070068359375,2.34999942779541
2022-05-13,12.639892578125,10.089892864227295,2.549999713897705
2022-05-16,7.41001033782959,4.860010147094727,2.5500001907348633
2022-05-17,11.650097846984863,10.5,1.1500978469848633
2022-05-18,6.670068740844727,4.370068073272705,2.3000001907348633
2022-05-19,12.440038681030273,14.300000190734863,-1.8599615097045898
2022-05-20,-22.610107421875,-25.060108184814453,2.450000762939453
2022-05-23,4.5,7.050000190734863,-2.5500001907348633
2022-05-24,3.4200191497802734,5.920019149780273,-2.5
2022-05-25,2.22998046875,-0.07001972198486328,2.3000001907348633
2022-05-26,9.059911727905273,9.349999904632568,-0.2900881767272949
2022-05-27,0.8097658157348633,-1.3402342796325684,2.1499998569488525
2022-05-31,-1.60009765625,0.9499025344848633,-2.5500001907348633
2022-06-01,-5.77001953125,-8.120019435882568,2.3499999046325684
2022-06-02,-10.719823837280273,-8.219824075698853,-2.500000238418579
2022-06-03,12.640039443969727,10.140039443969727,2.5
2022-06-06,5.769824981689453,3.4198241233825684,2.3500003814697266
2022-06-07,-0.23017597198486328,2.369823932647705,-2.5999999046325684
2022-06-08,1.3200187683105469,3.9700193405151367,-2.6500000953674316
2022-06-09,-19.729931831359863,-17.229931831359863,-2.5
2022-06-10,-16.589893341064453,-18.78989315032959,2.1999998092651367
2022-06-13,21.279884338378906,18.929883003234863,2.3500003814697266
2022-06-14,5.02001953125,2.77001953125,2.25
2022-06-15,-3.810009002685547,-6.360010147094727,2.5500001907348633
2022-06-16,16.620019912719727,17.449999809265137,-0.8299798965454102
2022-06-17,-4.959912300109863,-2.1099119186401367,-2.8500003814697266
2022-06-21,0.3400392532348633,3.340039014816284,-2.999999761581421
2022-06-22,1.7898921966552734,-0.6601071357727051,2.4499998092651367
2022-06-23,-0.12998008728027344,-2.3799803256988525,2.249999761581421
2022-06-24,-6.889989852905273,-4.314990043640137,-2.575000286102295
2022-06-27,6.660107612609863,9.150000095367432,-2.4898924827575684
2022-06-28,3.9500484466552734,6.750048637390137,-2.8000001907348633
2022-06-29,-0.8699216842651367,1.830078125,-2.6999998092651367
2022-06-30,16.479883193969727,18.600000381469727,-2.1201171875
2022-07-01,0.8699216842651367,3.5199217796325684,-2.6500000953674316
2022-07-05,4.610107421875,2.310107707977295,2.299999713897705
2022-07-06,-9.069921493530273,-11.319921731948853,2.249999761581421
2022-07-07,8.220117568969727,8.299999952316284,-0.07988286018371582
2022-07-08,-0.020116806030273438,2.579882860183716,-2.6000001430511475
2022-07-11,8.779932022094727,7.124999761581421,1.6549317836761475
2022-07-12,7.749951362609863,5.499951124191284,2.250000238418579
2022-07-13,-1.0699710845947266,1.780029296875,-2.8499999046325684
2022-07-14,4.6298828125,2.204882860183716,2.424999952316284
2022-07-15,0.49008750915527344,-1.9599120616912842,2.450000047683716
2022-07-18,9.72747802734375e-05,2.5750975608825684,-2.5749998092651367
2022-07-19,2.31005859375,4.93505859375,-2.625
2022-07-20,-0.45009803771972656,2.4999024868011475,-2.950000047683716
2022-07-21,-5.449951171875,-2.7749509811401367,-2.6750001907348633
2022-07-22,6.770116806030273,4.7451171875,2.0250000953674316
2022-07-25,-7.640088081359863,-10.090087890625,2.450000047683716
