rule,n,f_ruin,f_star,f_quad,g_ann_at_f_star,terminal_f_star,maxDD_f_star,terminal_half,maxDD_half,causal_mean_f,g_ann_causal,terminal_causal,maxDD_causal
always short,871.0,0.09693634139361391,0.01521118473388306,0.01586855458760346,0.03914936826213817,1.1448960970131352,-0.26582586244009876,1.1062521882881295,-0.1361035737441455,0.013576912182577495,-0.11441092355103982,0.6733809211256165,-0.5813209219412698
long-short volatility,871.0,0.18441745260032655,0.07874411357387305,0.07739220822289443,0.9801642583277356,29.600461616573934,-0.8162545513679891,12.534103385531399,-0.511821699746253,0.08653935706741218,0.6165401442267213,8.423100898434535,-0.9133519903952388
