rule,frame,w,causal_g_ann,causal_maxDD,causal_terminal,causal_worst_day_factor,half_g_ann,half_maxDD,half_terminal,half_worst_day_factor,mean_f,uncapped_g_ann,uncapped_mean_f,uncapped_terminal
always short,capital at risk,25,-0.006008975297846991,-0.023747636087552704,0.979468430965082,0.9898347659745464,-0.00299485622902394,-0.011913249814985316,0.989713883093625,0.9949173829872733,0.0005296561717949145,,,
always short,per premium,25,-0.11153196196818876,-0.4611557186285604,0.6804160558466389,0.8779594355019749,-0.0496145719480309,-0.2535286150137803,0.8425785361196958,0.9389797177509874,0.006072195420150184,-0.11855405646399497,0.013431746602019989,0.6641191078076852
long-short volatility,capital at risk,25,0.4197468858329808,-0.4791935688596888,4.259390834546676,0.9213697605377028,0.2600140870407888,-0.2660673131206729,2.4538732177617457,0.9606848802688515,0.041657903986112216,,,
long-short volatility,per premium,25,1.12649874569941,-0.773002283370751,48.8670239687856,0.5230129055351774,0.7800686654446967,-0.4617407603333399,14.777329297425467,0.7615064527675888,0.0704545853310943,1.471545011820352,0.0759329859355622,160.82775850736067
always short,capital at risk,50,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,,
always short,per premium,50,-0.11664193437001837,-0.5101605461324779,0.6685177087809786,0.8490391367480634,-0.048213256559337586,-0.28164105204195755,0.8466647015894402,0.9245195683740317,0.008970298897158016,-0.11855405646399497,0.013431746602019989,0.6641191078076852
long-short volatility,capital at risk,50,0.39712812361176214,-0.5584695357300629,3.939436014799893,0.9137204260693601,0.25165176836910236,-0.3108274159396158,2.384042966140103,0.95686021303468,0.047508340929544535,,,
long-short volatility,per premium,50,1.3430472197002383,-0.7913382469374522,103.20431244594425,0.4910772908999139,0.9246710201617935,-0.4735076971815967,24.34475965737898,0.745538645449957,0.0747994153217019,1.471545011820352,0.0759329859355622,160.82775850736067
