rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.7020277101971741,11.16209650009111,-0.3732827639312335,0.8373255916021319,0.18441745260032655,866.0
"sign(s), flat on event days",0.03,0.7702117726976465,14.109366528874823,-0.33764884801626116,0.8844298131167864,0.2595825169887083,866.0
