,n,mean_active,te_daily,te_ann,IR_ann,t_active,t_lag,corr_to_bench
IC-sign(s) w25 vs straddle AS,866.0,-0.0008853285791973508,1.1400574893054045,18.09785158211268,-0.01232758490395843,-0.02653247988714008,14.0,0.05273468131946798
IC-sign(s) w25 vs straddle sign(s),866.0,-0.08673641131254997,0.92449532220737,14.675908264819382,-1.4893507956273395,-2.9673821870011037,14.0,0.8680236893398852
IC-sign(s) w50 vs straddle AS,866.0,-0.008102874284608158,1.1275100017756685,17.898666392618484,-0.11408248385272758,-0.2451780758458496,14.0,0.06334695895457167
IC-sign(s) w50 vs straddle sign(s),866.0,-0.09395395701796079,1.008467642338276,16.00892752129626,-1.4789496133972764,-2.947771069262496,14.0,0.8340634700655984
