,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,871.0,0.020132472943937295,1.1268340048342713,-10.31604850795286,-0.4435358568488702,0.32893453154561647,0.931262653135382,1.0,-2.3143220828599675,10.899722145931872,0.5272860203432714,0.2836203901792714,0.0,0.0
long-short volatility,871.0,0.004345946366999941,1.1270056556377033,-10.31604850795286,-0.5881577369611654,0.26443052106203535,0.8960967891560018,4.626674107142857,-1.8823747906208015,10.756200783617217,0.11380657263617643,0.06121509634377288,114.0,13.088404133180253
unit-median VRP,871.0,0.0594894648328539,1.0486345369728935,-6.83603367783646,-0.22043938210603853,0.0849427354982526,0.4836799178077643,3.1610116248790425,-1.1194283964264222,5.939687115531426,1.674268021713336,0.9005673036312895,114.0,13.088404133180253
