,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,866.0,0.014475039184953114,1.1276136351186241,-10.31604850795286,-0.44860321730068753,0.3273560071867437,0.9281034342060902,1.0,-2.3116209895688082,10.891894237059224,0.3777620924688714,0.203779128108568,0.0,0.0
sign(s),866.0,0.1067741561078193,1.122634570399547,-5.422480279928936,-0.7286488627216732,0.11631959727112673,0.8550432828116159,10.31604850795286,1.2240898835776082,10.497224698140199,2.7988954873139367,1.509829846463058,358.0,41.339491916859124
