rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.4050173753727163,4.022265997899483,-0.5074158925330177,0.7949189896649063,0.14628365615607827,866.0
heaviside(s): long only,0.03,0.15556441637735544,1.706762585966958,-0.4212689095314095,0.97,1.0,866.0
heaviside(s): short only,0.03,0.24945295899536085,2.35666403222724,-0.40928692566470737,0.7949189896649063,0.14628365615607827,866.0
