rule,units,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,per premium,870.0,0.007021886859305378,1.1185244050252108,-10.331315683864023,-0.4521813024742944,0.31808616884270347,0.9036751669147446,0.9949748744414716,-2.341064663428224,11.247532007448955,0.18516887564003257,0.09965718913608694,0.0,0.0
always short,capital at risk,870.0,-0.0015418629767829685,0.19402477527406645,-1.0,-0.0545865046176332,0.03675246504319872,0.0885968274666584,0.6933032768638515,-1.8203609416553497,8.244686228212624,-0.23439493211049692,-0.12615046670848784,0.0,0.0
long-short volatility,per premium,870.0,0.09390804338460539,1.1156969215819688,-6.8688205640835145,-0.656459453590145,0.1463246831862447,0.8765955304578144,10.31604850795286,0.4751376063648999,11.069421355779882,2.4826539199360114,1.3361549580258996,320.0,36.7816091954023
long-short volatility,capital at risk,870.0,0.0454957415074929,0.8029739541944926,-1.0,-0.21074340651813742,0.02779149270082925,0.12503678554035783,10.31604850795286,3.9136959162322063,35.055101304667964,1.6712018802707629,0.8994345366685419,320.0,36.7816091954023
