rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.7581789558335866,13.537830138818503,-0.38853827872091307,0.8373255916021319,0.18441745260032655,866.0
"sign(s), flat on event days",0.03,0.8654365758475441,19.571602457915198,-0.3931243237673612,0.8723540908105042,0.23502515819338726,866.0
