,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,871.0,0.001076055046525943,0.23736407796939196,-0.8730000010877847,-0.11369820810854435,0.05940234564244747,0.14909765612334014,0.5950000190734863,-0.8224338031497621,0.8513728890744869,0.13379151497634748,0.07196474060807465,0.0,0.0
sign(s),871.0,0.016518528869113976,0.23679039107486582,-0.8069999998807907,-0.11660351559519769,0.03079882651567459,0.161299802698195,0.8730000010877847,-0.14122147388189102,0.884094189671186,2.0588104758094095,1.1074077595952472,339.0,38.920780711825486
unit-median VRP,871.0,0.014625890133052013,0.41872635455661983,-1.8030000221729279,-0.06961373872875176,0.004418990179529759,0.10058933606919204,2.0339999949932097,-0.08592252516572008,6.254928195791201,1.030863322834297,0.5544881649876163,339.0,38.920780711825486
