,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
rank-|s|,871.0,0.088993491268849,1.051289980542224,-6.156511805026656,-0.1182894142153747,0.0,0.42564441893381394,6.83603367783646,0.06707610634871912,7.428491905522214,2.498301201954419,1.3438041866203194,215.0,24.68427095292767
inv-vol of R,871.0,0.0862978892641529,1.1215620925144736,-5.49010145184524,-0.6383828735417612,0.12977726001566658,0.8533496410337061,10.399341551538681,0.9139704573132701,11.05651507705134,2.270836827585037,1.2214540158941378,328.0,37.65786452353616
dead-zone 0.5 med,871.0,0.04733217463480752,0.7034721578953023,-5.422480279928936,0.0,0.0,0.2561502928354593,3.334769960792582,-1.1583296072135667,9.306385432622196,1.9857227989133677,1.0680948352263118,117.0,13.432835820895523
vol-target unit-median,871.0,0.07854413565405058,0.9850573264356246,-7.966338503673598,-0.1670091842188583,0.00989466328550722,0.3587759558093362,5.185269784754837,-0.7979813086879711,9.192214709310218,2.353213530787616,1.2657633884217603,284.0,32.60619977037887
kelly-ish s/var(R),871.0,1.3891895669289315e-07,2.525801100180614e-06,-2.025455141868565e-05,-2.507149178940482e-07,1.2198561837328745e-08,5.591529264376685e-07,2.3123808636502284e-05,0.0,27.21970993564207,1.623197788921465,0.8730972801674642,284.0,32.60619977037887
unit-median VRP,871.0,0.09447598444666959,1.2496483993141692,-10.652714021129912,-0.278417121929724,0.02909879101532658,0.5233765282461642,6.83603367783646,-0.7043263776363199,10.194684324016947,2.23122139792914,1.20014538417883,328.0,37.65786452353616
always short,871.0,0.020132472943937295,1.1268340048342713,-10.31604850795286,-0.4435358568488702,0.32893453154561647,0.931262653135382,1.0,-2.3143220828599675,10.899722145931872,0.5272860203432714,0.2836203901792714,0.0,0.0
