rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.6597581682459508,9.652955919547493,-0.35953665262849954,0.8373255916021319,0.18441745260032655,866.0
heaviside(s): long only,0.03,0.27939856471172586,2.6121023236213095,-0.2932076538376224,0.97,1.0,866.0
heaviside(s): short only,0.03,0.380359603534225,3.6954738841030648,-0.37144356522565747,0.8373255916021319,0.18441745260032655,866.0
