days,n,last bar rv / implied at 15:00,implied 15:30 / implied 15:00,close bar rv / implied at 15:30,"implied change, %"
buy (s > 0),344,0.6905451464419504,1.142493123697021,0.8923662642319649,14.249312369702105
sell (s <= 0),517,0.5599849126794457,1.2261490506821697,0.7128110374947183,22.614905068216974
all days,861,0.6088921048667172,1.1920148212853598,0.7797521462856719,19.201482128535986
