rule,causal_g_ann,causal_terminal,causal_maxDD,causal_worst_day_factor,half_g_ann,half_terminal,half_maxDD,half_worst_day_factor,mean_f,n
always short,-0.1144109235510404,0.6733809211256165,-0.5813209219412698,0.7943663706340622,-0.036493867665187814,0.8814953515128239,-0.3192766540653472,0.8971831853170311,0.013576912182577495,871.0
sign(s),1.4973483130446255,176.86003435904186,-0.7829294094598944,0.46944637306359815,1.0173545754551614,33.66075704505515,-0.4550567847872633,0.7347231865317991,0.07606457707529941,871.0
