flag,rule,n,mean,Sharpe_ann,vol_ann,worst_day,maxDD_pts,ex_kurt,flagged_days,flagged_sell_days
top tercile of rank(s_{t-1}) [primary],reference sign(s),866.0,0.07229413951047627,1.0197706690535748,17.864921702001716,-5.42248033384579,-18.874478833522506,10.70100895543476,274.0,156.0
top tercile of rank(s_{t-1}) [primary],A: flat on flagged days,866.0,0.05797447736875495,0.9888632260772235,14.774104154809919,-5.42248033384579,-30.29455512146842,23.363595211259828,274.0,156.0
top tercile of rank(s_{t-1}) [primary],B: flat on flagged days only when selling,866.0,0.06586608358588639,1.0256673215803693,16.182881831575212,-5.42248033384579,-23.87548252107493,15.996331542829585,274.0,156.0
top tercile of rank(s_{t-1}) [primary],reference always-short,866.0,0.014475039378387317,0.2037791310734338,17.90031149970463,-10.31604850795286,-19.29450266378352,10.891894305940426,274.0,156.0
top tercile of rank(s_{t-1}) [primary],A on always-short,866.0,0.015938589670928868,0.27137563264073095,14.800608875563546,-10.31604850795286,-23.054968340878617,23.765197072618662,274.0,156.0
bottom tercile of rank(s_{t-1}),reference sign(s),866.0,0.07229413951047627,1.0197706690535748,17.864921702001716,-5.42248033384579,-18.874478833522506,10.70100895543476,245.0,198.0
bottom tercile of rank(s_{t-1}),A: flat on flagged days,866.0,0.03563912259398098,0.5496907333294656,16.338385112088602,-5.42248033384579,-22.172594478655537,16.073715756526557,245.0,198.0
bottom tercile of rank(s_{t-1}),B: flat on flagged days only when selling,866.0,0.03910386795549273,0.5868385356745044,16.791969384658614,-5.42248033384579,-23.747962321699525,14.295906304373394,245.0,198.0
bottom tercile of rank(s_{t-1}),reference always-short,866.0,0.014475039378387317,0.2037791310734338,17.90031149970463,-10.31604850795286,-19.29450266378352,10.891894305940426,245.0,198.0
bottom tercile of rank(s_{t-1}),A on always-short,866.0,-0.015250486815084468,-0.2351052268422127,16.346394033938427,-10.31604850795286,-26.438818044593702,16.009437597705105,245.0,198.0
top tercile of rank(|s_{t-1}|),reference sign(s),866.0,0.07229413951047627,1.0197706690535748,17.864921702001716,-5.42248033384579,-18.874478833522506,10.70100895543476,163.0,125.0
top tercile of rank(|s_{t-1}|),A: flat on flagged days,866.0,0.049868196802380034,0.7403937474951887,16.973111451459726,-5.42248033384579,-15.680026230944542,13.611942092623034,163.0,125.0
top tercile of rank(|s_{t-1}|),B: flat on flagged days only when selling,866.0,0.0476582555127601,0.6967691650865199,17.236526802566306,-5.42248033384579,-17.760942814237765,12.700245342447817,163.0,125.0
top tercile of rank(|s_{t-1}|),reference always-short,866.0,0.014475039378387317,0.2037791310734338,17.90031149970463,-10.31604850795286,-19.29450266378352,10.891894305940426,163.0,125.0
top tercile of rank(|s_{t-1}|),A on always-short,866.0,-0.012370785908948788,-0.18348180815494866,16.99044761114654,-10.31604850795286,-22.086795433712535,13.587085341914692,163.0,125.0
