rule,causal_g_ann,causal_terminal,causal_maxDD,causal_worst_day_factor,half_g_ann,half_terminal,half_maxDD,half_worst_day_factor,mean_f,n
always short,-0.1144109235510404,0.6733809211256165,-0.5813209219412698,0.7943663706340622,-0.036493867665187814,0.8814953515128239,-0.3192766540653472,0.8971831853170311,0.013576912182577495,871.0
sign(s),0.46992495818583724,5.074483550337512,-0.5469159983224466,0.6887141239767134,0.30152289267511795,2.8353585753705017,-0.29235214249045205,0.8443570619883567,0.03219295276787118,871.0
