rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.6131764553315244,8.225061347009408,-0.42466226135345175,0.7949189896649063,0.14628365615607827,866.0
heaviside(s): long only,0.03,0.25559257161462157,2.40691513564698,-0.2869814899671418,0.97,1.0,866.0
heaviside(s): short only,0.03,0.35758388371690303,3.4172627132524585,-0.36053326200583624,0.7949189896649063,0.14628365615607827,866.0
