rule,units,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,per premium,870.0,0.007021886859305378,1.1185244050252108,-10.331315683864023,-0.4521813024742944,0.31808616884270347,0.9036751669147446,0.9949748744414716,-2.341064663428224,11.247532007448955,0.18516887564003257,0.09965718913608694,0.0,0.0
always short,capital at risk,870.0,-0.0015418629767829685,0.19402477527406645,-1.0,-0.0545865046176332,0.03675246504319872,0.0885968274666584,0.6933032768638515,-1.8203609416553497,8.244686228212624,-0.23439493211049692,-0.12615046670848784,0.0,0.0
long-short volatility,per premium,870.0,0.10801631031748282,1.1138195964865358,-5.436564787370249,-0.6854115712210221,0.13710157354567465,0.8702005011359105,10.31604850795286,1.016043054198163,10.879897005841256,2.8604483484667664,1.539482491816409,339.0,38.96551724137931
long-short volatility,capital at risk,870.0,0.05053257566803185,0.8500871630711063,-1.0,-0.23592005453012557,0.028582574675676105,0.13042256369102634,10.31604850795286,3.9009374148795377,32.07838780312097,1.7533459043880117,0.9436441400349629,339.0,38.96551724137931
