rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.6395786652041288,9.006235393940806,-0.44539649775057966,0.8373255916021319,0.18441745260032655,866.0
heaviside(s): long only,0.03,0.26667046139640627,2.50031108221989,-0.33129139179356826,0.97,1.0,866.0
heaviside(s): short only,0.03,0.3729082038077226,3.6020459445968784,-0.39551134001158617,0.8373255916021319,0.18441745260032655,866.0
