rule,n,f_ruin,f_star,f_quad,g_ann_at_f_star,terminal_f_star,maxDD_f_star,terminal_half,maxDD_half,causal_mean_f,g_ann_causal,terminal_causal,maxDD_causal
always short,871.0,0.09693634139361391,0.01521118473388306,0.01586855458760346,0.03914936826213817,1.1448960970131352,-0.26582586244009876,1.1062521882881295,-0.1361035737441455,0.013576912182577495,-0.11441092355103982,0.6733809211256165,-0.5813209219412698
long-short volatility,871.0,0.18441745260032655,0.0760913922535291,0.07429508311405436,0.9064416087377252,22.942216644702505,-0.8300297551949916,10.393721800193596,-0.5233785269324835,0.07008710099834295,0.6124857188134094,8.305886897240384,-0.8793284760098223
