rule,causal_g_ann,causal_terminal,causal_maxDD,causal_worst_day_factor,half_g_ann,half_terminal,half_maxDD,half_worst_day_factor,mean_f,n
always short,-0.1144109235510404,0.6733809211256165,-0.5813209219412698,0.7943663706340622,-0.036493867665187814,0.8814953515128239,-0.3192766540653472,0.8971831853170311,0.013576912182577495,871.0
sign(s),1.0433868827856845,36.829878231916055,-0.7323485338490254,0.5074572863314943,0.7238314745675815,12.204617242645128,-0.43841333503370383,0.7537286431657472,0.06312805809446785,871.0
