,,n,mean,t_mean,Sharpe_ann
lam=0.0,always short,867.0,0.001063718507377883,0.13165001556896885,0.07097601901022524
lam=0.0,sign(s),867.0,0.016577437883934027,2.0566733403389406,1.1088072072824553
lam=0.5,always short,867.0,-0.005516731421943356,-0.6795740811265135,-0.3663764314226246
lam=0.5,sign(s),867.0,0.009996987954612787,1.2361142095005078,0.666421992076068
lam=1.0,always short,867.0,-0.012097181351264594,-1.4786081228560333,-0.7971568995487455
lam=1.0,sign(s),867.0,0.0034165380252915473,0.41970798404056975,0.22627571842861513
