rule,units,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,per premium,870.0,0.007021886859305378,1.1185244050252108,-10.331315683864023,-0.4521813024742944,0.31808616884270347,0.9036751669147446,0.9949748744414716,-2.341064663428224,11.247532007448955,0.18516887564003257,0.09965718913608694,0.0,0.0
always short,capital at risk,870.0,-0.0015418629767829685,0.19402477527406645,-1.0,-0.0545865046176332,0.03675246504319872,0.0885968274666584,0.6933032768638515,-1.8203609416553497,8.244686228212624,-0.23439493211049692,-0.12615046670848784,0.0,0.0
long-short volatility,per premium,870.0,0.061368024587102527,1.118618093293318,-5.436564787370249,-0.6493779429604464,0.16385927824990598,0.8564744545852678,10.31604850795286,0.580413413389409,10.96177722932284,1.6181542954575496,0.8708845269832205,280.0,32.18390804597701
long-short volatility,capital at risk,870.0,0.028943526643195057,0.7564489621442692,-1.0,-0.17336412214221858,0.02386116870234558,0.11525994216602897,10.31604850795286,4.810247194157976,49.55605765953384,1.1285776408272215,0.6073962215189991,280.0,32.18390804597701
