,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
rank-|s|,871.0,0.05696139589118922,1.0715052840863013,-6.244603718552614,-0.1998392498770078,0.0,0.3556128499909957,7.921558051404919,0.8051813415324403,10.868263694612548,1.5689004369434119,0.843891430667242,254.0,29.161882893226178
inv-vol of R,871.0,0.09039874860644492,1.1212386393736418,-5.49010145184524,-0.7067195010373262,0.11301543067758305,0.8567151739163794,10.399341551538681,1.1316324222680125,10.98557864961407,2.3794327802815904,1.2798663865760591,361.0,41.446613088404135
dead-zone 0.5 med,871.0,0.06235886526096287,0.6881314180731901,-3.5509046737099705,0.0,0.0,0.24809519074235842,3.736997034366797,0.0839813232989663,4.929563901148038,2.6744586914429873,1.4385570417580729,151.0,17.336394948335247
vol-target unit-median,871.0,0.09246432785818183,0.9732684529311257,-4.458646767498827,-0.19713383848754673,0.004839878604785197,0.36865547178125624,6.701693695936932,0.42785257317056624,6.841966702365787,2.803823348491744,1.5081406322422088,317.0,36.394948335246845
kelly-ish s/var(R),871.0,1.0672278824001946e-07,2.528609824860591e-06,-3.3035945570218036e-05,-2.7697692763382745e-07,8.081820243886185e-09,5.107115446991427e-07,2.3543538310171458e-05,-1.8949117592452895,50.095594455660304,1.2456166924435659,0.6700012492170101,317.0,36.394948335246845
unit-median VRP,871.0,0.10164867906335506,1.230695199632995,-5.565375360658122,-0.34869633597691013,0.024600272747501133,0.5065907511328546,8.79923578176234,0.5312214213127796,6.594603568866936,2.4375880390282703,1.3111473546661518,361.0,41.446613088404135
always short,871.0,0.020132472943937295,1.1268340048342713,-10.31604850795286,-0.4435358568488702,0.32893453154561647,0.931262653135382,1.0,-2.3143220828599675,10.899722145931872,0.5272860203432714,0.2836203901792714,0.0,0.0
