,,n,mean,t_mean,Sharpe_ann
lam=0.0,always short,866.0,0.014475039378387317,0.37776209796508636,0.2037791310734338
lam=0.0,sign(s),866.0,0.10032612211173994,2.628477920366317,1.4179001798837385
lam=0.5,always short,866.0,-0.002503860663850503,-0.06414875620591012,-0.03460425984898588
lam=0.5,sign(s),866.0,0.08369159772630205,2.197781116858301,1.1855660710682991
lam=1.0,always short,866.0,-0.020279857116367164,-0.5096893780366656,-0.2749456844219188
lam=1.0,sign(s),866.0,0.06695789558295738,1.7600946889119424,0.9494614950666399
