,a0,blk2,lgbm,xgb,lasso_t,lasso_f,enet
a0,100.0,83.02540415704388,86.72055427251732,87.06697459584296,85.33487297921478,81.63972286374134,85.56581986143186
blk2,83.02540415704388,100.0,81.75519630484989,80.71593533487298,88.45265588914549,94.22632794457274,87.99076212471132
lgbm,86.72055427251732,81.75519630484989,100.0,95.26558891454965,86.14318706697459,81.5242494226328,85.68129330254041
xgb,87.06697459584296,80.71593533487298,95.26558891454965,100.0,85.79676674364896,80.4849884526559,85.1039260969977
lasso_t,85.33487297921478,88.45265588914549,86.14318706697459,85.79676674364896,100.0,89.37644341801386,92.60969976905312
lasso_f,81.63972286374134,94.22632794457274,81.5242494226328,80.4849884526559,89.37644341801386,100.0,87.75981524249423
enet,85.56581986143186,87.99076212471132,85.68129330254041,85.1039260969977,92.60969976905312,87.75981524249423,100.0
