rule,causal_g_ann,causal_terminal,causal_maxDD,causal_worst_day_factor,half_g_ann,half_terminal,half_maxDD,half_worst_day_factor,mean_f,n
always short,-0.1144109235510404,0.6733809211256165,-0.5813209219412698,0.7943663706340622,-0.036493867665187814,0.8814953515128239,-0.3192766540653472,0.8971831853170311,0.013576912182577495,871.0
long-short volatility,0.8302602975836468,17.631190491957465,-0.692295454818957,0.5546219609305815,0.5350811819951782,6.356179051340412,-0.38636260955439694,0.7773109804652907,0.04276485361080431,871.0
