,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,871.0,0.020132472943937295,1.1268340048342713,-10.31604850795286,-0.4435358568488702,0.32893453154561647,0.931262653135382,1.0,-2.3143220828599675,10.899722145931872,0.5272860203432714,0.2836203901792714,0.0,0.0
long-short volatility,871.0,0.0942583486355934,1.1230609103185591,-5.422480279928936,-0.6394302915005645,0.1755928456403003,0.8995161863779714,10.31604850795286,0.8961306157022982,10.57630973188764,2.4769976414375843,1.332345274544367,282.0,32.37657864523536
