,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
rank-|s|,866.0,0.11009091816368562,1.0756109215231975,-5.7187462862057075,-0.08807446330629996,0.0,0.4460021795923148,7.980507616033061,0.45752220097271584,8.873048014746415,3.012001865264804,1.6247874686251629,173.0,19.976905311778292
inv-vol of R,866.0,0.11052840805890153,1.1344207852116721,-5.47581968541573,-0.6340915378886578,0.18271997398307088,0.8957986852217364,10.506060261259694,1.0158574589615936,10.842002410774928,2.8672046065835897,1.546678363146296,283.0,32.67898383371824
sign(s),866.0,0.10961426664413972,1.122360502745861,-5.42248033384579,-0.6329699861547738,0.17822547325721155,0.8979610052540388,10.31604850795286,0.9964648932578437,10.584723766164371,2.8740455952420287,1.5503686505838374,283.0,32.67898383371824
always short,866.0,0.014475039378387317,1.127613633781145,-10.31604850795286,-0.4486032431083699,0.3273560003007652,0.9281034350714721,1.0,-2.311620992396751,10.891894305940426,0.37776209796508636,0.2037791310734338,0.0,0.0
