rule,f,g_ann,terminal,maxDD_frac,worst_day_factor,ruin_bound_f,n
always short,0.03,-0.043388862655741274,0.8614776462100451,-0.549049175188413,0.6905185447614142,0.09693634139361391,866.0
sign(s),0.03,0.8066820342781064,15.993289260431707,-0.32435384444969917,0.8373255916021319,0.18441745260032655,866.0
"sign(s), flat on event days",0.03,0.8791818413205249,20.518263158705103,-0.2800435370339237,0.8941109913793104,0.2833155243474279,866.0
