,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy
always short,871.0,0.000977916782925037,0.14094062458924747,-0.7310000020265579,-0.04945068318396807,0.033202146515250205,0.07830028913915157,0.3983027333021164,-1.3962992333185162,4.007361953621509,0.20477398655456963,0.11014530202671062,0.0,0.0
long-short volatility,871.0,0.00976717446649492,0.14060479981308255,-0.7310000020265579,-0.06049902081489563,0.015398438945412636,0.08149999998509884,0.713999998345971,-0.20732753391880557,4.06433425512536,2.0501133631501975,1.102729694198723,320.0,36.73938002296211
