estimator,bucket,qlike,mse,rmse,mae,hmse,hmae,oos_r2,mz_beta,mz_r2,n,incumbent_qlike,dm,dm_p,dm_mean_diff,dm_better,family,arm_tag,view_window,embedding_dim,neighbor_k,residualizer,masked,omega
reclasso,market_ew,0.1335275569386667,4.2203885344128397e-11,6.496451750311735e-06,1.2684175795569103e-06,0.3118561416994688,0.3994766073668659,0.0266621416815969,0.934087066870698,0.7060478558585841,218934,0.1341525013374754,-4.609830769653605,4.029968795884779e-06,-0.0006249443988087,a,causal-tuned,,,,,,,
reclasso,vol_demand,0.1335927577240014,4.2605776626191266e-11,6.527310060521966e-06,1.2757369802241112e-06,0.3182288147965892,0.3993387427236666,0.0173934215964607,0.9307806354950536,0.7036026511808733,218934,0.1341525013374754,-3.348224600521152,0.0008133106946403,-0.0005597436134739,a,causal-tuned,,,,,,,
reclasticnet,vol_demand,0.1336114570481622,4.268392851964218e-11,6.5332938491730325e-06,1.2755055160220148e-06,0.3180267499859087,0.3993564096040226,0.0155910236424626,0.9329383104244664,0.7027593685755196,218934,0.1341525013374754,-3.4310100697546813,0.0006013382780981,-0.0005410442893131,a,causal-tuned,,,,,,,
spectral-kNN OLS W=12 spectral d=6 k=100,baseline,0.1336395173296233,4.3372042209774726e-11,6.58574537996837e-06,1.278734240906569e-06,0.3135629368806515,0.3995855691138992,-0.0002787736515725,0.9214094268374492,0.6993957767072039,218934,0.1341525013374755,-4.611740887208854,3.99310558367067e-06,-0.0005129840078521,a,spectral-kNN,fac_W12_d6_k100_ols,12.0,6.0,100.0,OLS,no,1.0
reclasticnet,sentiment,0.133774284654749,4.2472535630748145e-11,6.517095643823877e-06,1.2757347713890087e-06,0.3109295604953103,0.3995609225298849,0.0204663260005776,0.9406747829701406,0.7033959746108369,218934,0.1341525013374754,-3.545632851884252,0.000391671499613,-0.0003782166827263,a,causal-tuned,,,,,,,
reclasso,sentiment,0.1339017614781326,4.243947558613386e-11,6.514558740707913e-06,1.2769101399090316e-06,0.3098093228503749,0.3995413748268387,0.0212287817024257,0.9394727668134256,0.7037811776165208,218934,0.1341525013374754,-2.0982555964613945,0.0358825727352228,-0.0002507398593428,a,causal-tuned,,,,,,,
spectral-kNN OLS W=24 passthrough k=25,baseline,0.1339657827865059,4.372397095217464e-11,6.612410373848151e-06,1.2755689531704485e-06,0.3219526715877129,0.400869585453052,-0.0083952199364374,0.92469278214746,0.696434714247385,218934,0.1341525013374754,-0.8808279953245038,0.378410924774674,-0.0001867185509694,a,spectral-kNN,fac_W24_d0_k25_ols,24.0,0.0,25.0,OLS,no,1.0
spectral-kNN OLS W=24 spectral d=6 k=100,baseline,0.133991563902122,4.373755402014362e-11,6.613437383096904e-06,1.2742988784859256e-06,0.31515266392716,0.4006769221264338,-0.0087084829021333,0.9296009062866794,0.695707897590137,218934,0.1341525013374754,-1.606280560184122,0.1082122796571559,-0.0001609374353534,a,spectral-kNN,fac_W24_d6_k100_ols,24.0,6.0,100.0,OLS,no,1.0
spectral-kNN OLS W=12 passthrough k=25,baseline,0.1340534392676872,4.2301733327617306e-11,6.503978269306971e-06,1.2747144826683665e-06,0.315540959514395,0.400717306277403,0.0244054976330181,0.9291718936416278,0.7059188253441506,218934,0.1341525013374755,-0.5197324696668586,0.6032500526984668,-9.906206978826064e-05,a,spectral-kNN,fac_W12_d0_k25_ols,12.0,0.0,25.0,OLS,no,1.0
ridge,baseline,0.1344504812722778,4.301068720449248e-11,6.558253365378047e-06,1.2824798760309138e-06,0.3107710492873601,0.4002106403712728,0.0080550682225812,0.9336485361968656,0.7003854232718278,218934,0.1341525013374754,5.036257228352163,4.747225257542513e-07,0.0002979799348024,b,causal-tuned,,,,,,,
