,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,Sharpe_crossed,n_crossed
baseline (HAR + calendar OLS),866.0,9.769820053497437e-05,0.11246562719348362,-1.0233332908418449,-0.06102918237679328,-0.005780555137748389,0.05640374780208038,0.5433332920074463,-1.1876645426165073,16.811908006075573,0.025563817069806906,0.013790087617225505,566.0,65.35796766743648,-4.5310504152760975,866.0
block-diagonal ridge,866.0,0.005535608702080143,0.11232919685861968,-1.0233332908418449,-0.05847502080589659,-0.002656203010647118,0.06162780203257581,0.8386580986089778,-0.45852378615410555,16.980348485684356,1.450212605086106,0.7822994051761655,567.0,65.47344110854503,-3.811399908659128,866.0
"block-diagonal ridge, without the FOMC columns",866.0,0.005815522641793839,0.1123150366326012,-1.0233332908418449,-0.05974411025592824,-0.003428138668570113,0.057901357036287654,0.8386580986089778,0.2940303090029339,16.83688283052452,1.5237362296799293,0.821960822808602,576.0,66.51270207852194,-3.7787892560196723,866.0
LightGBM,866.0,0.0007120222728981121,0.1124634131359192,-1.0233332908418449,-0.06121093354610971,-0.0055650963853414726,0.05640374780208038,0.5433332920074463,-1.2726112731479582,16.841462805119633,0.1863121876930776,0.10050382481726584,565.0,65.24249422632795,-4.433064348733634,866.0
XGBoost,866.0,-0.0003401491370929072,0.11246515469603148,-1.0233332908418449,-0.06207250875866438,-0.006132798801615047,0.054589312287098846,0.5433332920074463,-1.2467730953743366,16.792891055902675,-0.08900416590830292,-0.04801220579939173,572.0,66.05080831408776,-4.596386304489845,866.0
lasso (causally tuned),866.0,0.0054840052919688295,0.11233173093102941,-1.0233332908418449,-0.05847502080589659,-0.004545433954759093,0.06162780203257581,0.8386580986089778,0.2673780098155951,16.835565828845514,1.4366611910276528,0.7749892610496812,583.0,67.32101616628175,-3.8154902069277603,866.0
lasso (fixed 1e-4),866.0,0.005253369933113181,0.11234276592313731,-1.0233332908418449,-0.058954856351428525,-0.002360361635900088,0.0611733078481653,0.8386580986089778,-0.45686228920937044,16.967238878332225,1.3761057767305782,0.742323385426579,570.0,65.81986143187066,-3.8468299095733167,866.0
elastic net (causally tuned),866.0,0.004976938342075553,0.11235536616021344,-1.0233332908418449,-0.05925934709253783,-0.004609171616716756,0.059022368160201844,0.8386580986089778,0.22852591373810702,16.833138259585485,1.3035490786643966,0.7031835644516052,571.0,65.93533487297921,-3.914610118452992,866.0
