clock,n,median premium at entry,median |S_close - K|,mean |S_close - K|,p90 |S_close - K|,median in strikes,pct > 1 strike,pct > 2 strikes,pct settling worthless,same-strike rows dropped from the strike columns
10:00,864,19.824999809265137,18.554931640625,25.36990921585648,54.47604980468751,3.6979736328125,84.22273781902551,69.60556844547564,7.87037037037037,2
10:30,865,18.299999713897705,16.72998046875,23.12620687319364,51.501953125000014,3.34599609375,82.3121387283237,68.4393063583815,8.092485549132949,0
11:00,865,17.049999952316284,14.820068359375,21.792015895953757,49.49599609375,2.9619873046875,79.97685185185185,63.541666666666664,9.479768786127167,1
11:30,864,16.050000071525574,14.10498046875,20.36221369990596,45.077880859375036,2.8,80.11627906976744,61.86046511627907,9.953703703703704,4
12:00,866,14.825000047683716,13.06494140625,19.11818774357679,38.7750244140625,2.602001953125,80.67129629629629,60.416666666666664,8.198614318706698,2
12:30,866,13.674999952316284,12.4849853515625,18.088674355874712,40.3450927734375,2.4929931640625,75.57870370370371,56.82870370370371,12.817551963048498,2
13:00,866,12.649999856948853,12.135009765625,17.44049678388424,39.614990234375,2.418017578125,76.1574074074074,55.90277777777778,13.394919168591224,2
13:30,866,11.699999809265137,10.93994140625,16.250608941974598,34.405029296875,2.18603515625,74.73928157589803,52.83893395133256,13.394919168591224,3
14:00,864,10.549999952316284,10.1700439453125,15.038973772967303,32.95102539062501,2.0340087890625,73.08584686774941,50.580046403712295,14.699074074074073,2
14:30,865,9.299999833106995,9.08984375,13.365743542268786,29.5779296875,1.814013671875,69.29316338354577,45.42294322132097,16.878612716763005,2
15:00,862,7.650000095367432,7.4849853515625,11.078279641277552,24.126904296874994,1.49501953125,64.50116009280742,38.39907192575406,19.1415313225058,0
15:30,861,5.350000023841858,6.27001953125,8.66422752885453,18.6298828125,1.256982421875,59.41860465116279,29.88372093023256,22.41579558652729,1
