year,days,bars,median RV_rem/IV_rem,pct short pooled,pct short 10:00,median ratio 10:00,pct short 12:00,median ratio 12:00,pct short 15:00,median ratio 15:00,pct short 15:30,median ratio 15:30
2020,158,622,0.7640656655130424,71.54340836012861,71.3375796178344,0.7744123736451791,67.72151898734177,0.7943217025356899,73.37662337662337,0.737028231904792,73.8562091503268,0.7376428490834485
2021,158,632,0.7463375309378409,76.10759493670885,70.25316455696202,0.7479333149387815,75.9493670886076,0.7252309773823395,80.37974683544303,0.7653979587744023,77.84810126582279,0.7370511309013348
2022,219,875,0.7763679295968356,78.74285714285715,71.55963302752293,0.8263838843592912,72.6027397260274,0.8405618479877618,84.93150684931507,0.7377750031872488,85.84474885844749,0.7091671996834878
2023,248,992,0.8584775964583573,65.5241935483871,66.93548387096774,0.888618965284258,64.11290322580645,0.8725800044030231,69.75806451612904,0.8233110338549614,61.29032258064516,0.8108966109549274
2024,83,332,0.8945375762857792,59.036144578313255,61.44578313253012,0.8943091845289276,54.21686746987952,0.9431255796374814,59.036144578313255,0.8928476519243898,61.44578313253012,0.8789601249884965
