calendar,days,bars,median RV_rem/IV_rem,pct short pooled,pct short 10:00,median ratio 10:00,pct short 12:00,median ratio 12:00,pct short 15:00,median ratio 15:00,pct short 15:30,median ratio 15:30
fomc,33,130,0.742993915040753,84.61538461538461,87.87878787878788,0.7700747871761902,90.9090909090909,0.7716642421474667,75.0,0.7351116988363939,84.375,0.6697837056292933
month end,51,204,0.8625796161734667,61.274509803921575,60.78431372549019,0.8574189576982593,60.78431372549019,0.8735898041127164,60.78431372549019,0.8627576231936699,62.745098039215684,0.8752687978944093
other,782,3119,0.7993259890443698,71.36902853478679,68.71794871794872,0.838989301076243,67.64705882352942,0.8387892847444891,76.1232349165597,0.7755970684215135,73.00771208226222,0.7549677522444591
