date,oracle 10:00,oracle 10:30,oracle 11:00,oracle 11:30,oracle 12:00,oracle 12:30,oracle 13:00,oracle 13:30,oracle 14:00,oracle 14:30,oracle 15:00,oracle 15:30,always short 10:00,always short 10:30,always short 11:00,always short 11:30,always short 12:00,always short 12:30,always short 13:00,always short 13:30,always short 14:00,always short 14:30,always short 15:00,always short 15:30
2020-01-03,10.60009765625,-8.500097513198853,8.900000095367432,-6.950097560882568,-0.47509765625,0.49990248680114746,0.724902331829071,1.2499023079872131,-4.375097751617432,4.300097703933716,2.099902331829071,-2.400097668170929,10.60009765625,8.500097513198853,8.900000095367432,6.950097560882568,0.47509765625,-0.49990248680114746,-0.724902331829071,-1.2499023079872131,4.375097751617432,4.300097703933716,-2.099902331829071,2.400097668170929
2020-01-06,-7.080029249191284,-4.405029296875,-5.080029368400574,-5.730029225349426,-6.380029320716858,-7.230029284954071,-7.455029249191284,-3.230029344558716,-3.4550293684005737,1.4449706673622131,-3.9300293028354645,0.3699706941843033,-7.080029249191284,-4.405029296875,-5.080029368400574,-5.730029225349426,-6.380029320716858,-7.230029284954071,-7.455029249191284,-3.230029344558716,-3.4550293684005737,1.4449706673622131,-3.9300293028354645,0.3699706941843033
2020-01-08,6.5499513149261475,2.3499512672424316,2.449951171875,5.149951100349426,-3.300048828125,-2.4500489234924316,-2.150048792362213,-1.225048840045929,-1.3750489056110382,-1.050048828125,4.399951159954071,10.424951195716858,6.5499513149261475,2.3499512672424316,2.449951171875,5.149951100349426,3.300048828125,2.4500489234924316,2.150048792362213,1.225048840045929,1.3750489056110382,1.050048828125,-4.399951159954071,-10.424951195716858
2020-01-10,8.27490234375,3.8249024152755737,9.749902427196503,4.424902319908142,-0.9250975847244263,-0.2750976085662842,0.5499023795127869,6.224902272224426,6.324902355670929,1.349902331829071,1.624902367591858,-2.450000047683716,-8.27490234375,-3.8249024152755737,-9.749902427196503,-4.424902319908142,0.9250975847244263,0.2750976085662842,-0.5499023795127869,-6.224902272224426,-6.324902355670929,-1.349902331829071,-1.624902367591858,2.450000047683716
2020-01-13,-2.0798829197883606,-7.954882800579071,-3.4548827409744263,-3.8298827409744263,0.545117199420929,-0.2298828363418579,-0.2548828125,-0.3548828363418579,-0.5548827946186066,-0.6548828780651093,-0.9548828601837158,-1.904882788658142,-2.0798829197883606,-7.954882800579071,-3.4548827409744263,-3.8298827409744263,0.545117199420929,-0.2298828363418579,-0.2548828125,-0.3548828363418579,-0.5548827946186066,-0.6548828780651093,-0.9548828601837158,-1.904882788658142
2020-01-15,-7.140039086341858,-6.590039014816284,-0.7150390148162842,-5.990039229393005,-5.565039038658142,-4.6650390625,5.599999964237213,-4.525000035762787,4.149999976158142,-2.690039098262787,-1.840039074420929,-1.6650390625,7.140039086341858,6.590039014816284,0.7150390148162842,5.990039229393005,5.565039038658142,4.6650390625,5.599999964237213,4.525000035762787,4.149999976158142,2.690039098262787,1.840039074420929,-1.6650390625
2020-01-17,6.275000095367432,5.199999928474426,0.6298826932907104,0.47988277673721313,-0.3451172113418579,3.800000011920929,-0.7951171398162842,-0.7951172590255737,-0.9201170802116394,-1.4701171517372131,2.925000011920929,-2.295117139816284,6.275000095367432,5.199999928474426,0.6298826932907104,0.47988277673721313,-0.3451172113418579,3.800000011920929,-0.7951171398162842,-0.7951172590255737,-0.9201170802116394,-1.4701171517372131,2.925000011920929,-2.295117139816284
2020-01-21,-6.049999952316284,-5.599999904632568,-4.559960901737213,0.08496087789535522,0.38496100902557373,0.6599609851837158,0.9599609375,-3.7500000596046448,3.559960961341858,-3.124999910593033,-2.25,-1.550000011920929,6.049999952316284,5.599999904632568,4.559960901737213,-0.08496087789535522,-0.38496100902557373,-0.6599609851837158,-0.9599609375,3.7500000596046448,3.559960961341858,3.124999910593033,2.25,1.550000011920929
2020-01-22,2.0999999046325684,8.299999952316284,3.4750000834465027,1.9249999523162842,1.399999976158142,1.1249999403953552,-0.4750000834465027,5.325000047683716,0.15000003576278687,0.4249999523162842,1.0500000417232513,2.3000000417232513,-2.0999999046325684,-8.299999952316284,-3.4750000834465027,1.9249999523162842,1.399999976158142,1.1249999403953552,0.4750000834465027,-5.325000047683716,-0.15000003576278687,-0.4249999523162842,-1.0500000417232513,2.3000000417232513
2020-01-24,26.43002939224243,11.180029392242432,11.980029225349426,6.080029368400574,1.5300291776657104,-10.699999809265137,2.7050293684005737,-8.350000023841858,8.330029249191284,-1.6699705123901367,6.005029320716858,-3.924999952316284,-26.43002939224243,-11.180029392242432,-11.980029225349426,-6.080029368400574,-1.5300291776657104,10.699999809265137,-2.7050293684005737,8.350000023841858,8.330029249191284,-1.6699705123901367,6.005029320716858,3.924999952316284
2020-01-27,11.579883098602295,8.979882955551147,13.429883003234863,12.229882717132568,11.1298828125,-0.9201173782348633,3.829882860183716,-3.1701172590255737,1.729882836341858,-5.070117235183716,5.329882979393005,-1.670117199420929,11.579883098602295,8.979882955551147,13.429883003234863,12.229882717132568,11.1298828125,-0.9201173782348633,3.829882860183716,-3.1701172590255737,1.729882836341858,-5.070117235183716,5.329882979393005,-1.670117199420929
2020-01-29,8.649902582168579,7.2999022006988525,-0.7000977993011475,-1.5500977039337158,-2.3000974655151367,-2.6500978469848633,-2.6000977754592896,-3.35009765625,-4.0000975131988525,-4.925097823143005,6.550097644329071,-2.400097608566284,8.649902582168579,7.2999022006988525,-0.7000977993011475,-1.5500977039337158,-2.3000974655151367,-2.6500978469848633,-2.6000977754592896,-3.35009765625,-4.0000975131988525,-4.925097823143005,-6.550097644329071,-2.400097608566284
2020-01-31,25.929980516433716,8.729980230331421,4.129980564117432,-6.1200196743011475,6.679980516433716,0.7799804210662842,9.77001953125,-8.370019435882568,-6.570019721984863,-6.070019483566284,-4.970019578933716,7.329980492591858,-25.929980516433716,-8.729980230331421,-4.129980564117432,6.1200196743011475,-6.679980516433716,-0.7799804210662842,9.77001953125,8.370019435882568,6.570019721984863,6.070019483566284,4.970019578933716,7.329980492591858
2020-02-03,7.819921970367432,-5.230078220367432,5.719921827316284,9.969921827316284,10.400000095367432,6.919921875,-0.46992170810699463,8.050000071525574,5.219921827316284,6.324999928474426,3.594921886920929,-3.305078148841858,7.819921970367432,-5.230078220367432,5.719921827316284,9.969921827316284,10.400000095367432,6.919921875,0.46992170810699463,8.050000071525574,5.219921827316284,6.324999928474426,3.594921886920929,-3.305078148841858
2020-02-05,6.110058665275574,-3.989941358566284,-1.1399414539337158,-1.6399415731430054,-1.6100585460662842,-1.2600585222244263,-0.4100586175918579,-0.13505858182907104,0.5399414300918579,0.7399414777755737,-3.225000023841858,-2.800000011920929,6.110058665275574,-3.989941358566284,-1.1399414539337158,-1.6399415731430054,1.6100585460662842,1.2600585222244263,0.4100586175918579,0.13505858182907104,-0.5399414300918579,-0.7399414777755737,3.225000023841858,2.800000011920929
2020-02-07,12.299999713897705,-1.9099608659744263,6.4599608182907104,-0.00996100902557373,1.1150391101837158,6.890038967132568,2.0400390625,2.2150391340255737,6.899999976158142,6.724999904632568,4.9499998688697815,2.975000023841858,12.299999713897705,1.9099608659744263,6.4599608182907104,0.00996100902557373,-1.1150391101837158,-6.890038967132568,-2.0400390625,-2.2150391340255737,6.899999976158142,6.724999904632568,4.9499998688697815,2.975000023841858
