VIX tercile,days,bars,median RV_rem/IV_rem,pct short pooled,pct short 10:00,median ratio 10:00,pct short 12:00,median ratio 12:00,pct short 15:00,median ratio 15:00,pct short 15:30,median ratio 15:30
low VIX,271,1084,0.8722378251342708,63.284132841328415,63.46863468634686,0.912798153519905,61.99261992619927,0.8765860480060588,64.57564575645756,0.8610617934813006,63.09963099630996,0.8326639950242413
mid VIX,270,1080,0.7609198315877612,77.03703703703704,74.07407407407408,0.8017843443590214,74.44444444444444,0.7709926212335407,83.33333333333334,0.7431796429611399,76.29629629629629,0.7346732458055859
high VIX,271,1073,0.7761156231996116,75.39608574091334,69.88847583643123,0.813056721551549,69.74169741697416,0.8405618479877618,80.89887640449437,0.752921570874321,81.203007518797,0.724830891128253
no VIX,54,216,0.8634896885649224,62.03703703703704,66.66666666666666,0.8219457586454904,59.25925925925925,0.9036796207405186,59.25925925925925,0.8897308884556795,62.96296296296296,0.868843855374483
