day of week,days,bars,median RV_rem/IV_rem,pct short pooled,pct short 10:00,median ratio 10:00,pct short 12:00,median ratio 12:00,pct short 15:00,median ratio 15:00,pct short 15:30,median ratio 15:30
Monday,199,792,0.7743766863714884,73.48484848484848,78.89447236180904,0.7580682315444152,70.85427135678391,0.7835963843731448,74.61928934010153,0.796315566399553,69.54314720812182,0.7746795907340351
Tuesday,120,479,0.8633208973656348,67.01461377870564,67.22689075630252,0.9043369344376568,65.83333333333333,0.8801511205055852,71.66666666666667,0.8436253458112236,63.33333333333333,0.8400553247930028
Wednesday,225,898,0.8042680726853946,69.48775055679288,64.88888888888889,0.8702806104928537,66.22222222222223,0.8565231974780267,70.98214285714286,0.7765936917333063,75.89285714285714,0.725679601036733
Thursday,109,436,0.8556335009831848,64.6788990825688,62.38532110091744,0.8949071971975694,59.63302752293578,0.9028501514205727,69.72477064220183,0.8008667056355478,66.97247706422019,0.8475249717574613
Friday,213,848,0.7444533137079254,76.88679245283019,68.39622641509435,0.7965125496747112,73.23943661971832,0.806126030499392,84.90566037735849,0.7088501636303168,81.04265402843602,0.6925921271695195
