clock,n,pct long,oracle Sharpe mid,oracle t mid,oracle Sharpe crossed,oracle t crossed,oracle pts/day mid,oracle pts/day crossed,oracle maxDD pts mid,oracle maxDD pts crossed,always short Sharpe mid,always short Sharpe crossed,always short pts/day mid,always short pts/day crossed,always short maxDD pts mid,median premium,median half-spread % of premium
10:00,864,31.01851851851852,3.3049989477717747,6.119668911148484,2.903592541186324,5.376408672359918,3.0601721873023995,2.503112013279288,-480.99985122680664,-513.8998460769653,-0.26873900430426306,-0.664703856859929,-0.0785441080591193,-0.635604282082231,-821.0378383398056,19.824999809265137,1.5760452974461134
10:30,865,31.09826589595376,3.253222385136571,6.027282332118118,3.002713265031236,5.563161219296636,3.1112704257055515,2.8005189766084526,-424.95000100135803,-445.2500042915344,-0.013962036846836107,-0.2712786026289589,0.22796492817773983,-0.0827865209193588,-558.6185505390167,18.299999713897705,1.2195139325565598
11:00,865,30.63583815028902,3.428276536520414,6.351607161130837,3.198718772755664,5.9263028658999595,3.106602580354393,2.8283077810541055,-417.2796370983124,-429.0296359062195,-0.17906940740672708,-0.4151678409654797,0.01692591974500976,-0.26136887955527777,-588.1333004236221,17.049999952316284,1.2658227848101267
11:30,864,29.28240740740741,3.060315762092065,5.6666036883911755,2.82263924900585,5.226512302273031,2.3301582629619926,2.0605402118353933,-261.80029296875,-273.7602548599243,0.06908879157058395,-0.1764337501479991,0.19736985593206352,-0.07224819519453579,-671.8135706186295,16.050000071525574,1.3485155668389481
12:00,866,31.87066974595843,3.244980419600571,6.015486496123089,3.006462993179324,5.573327169348583,2.595419395052533,2.3442069246642308,-336.17041301727295,-346.92041540145874,0.07595562282120033,-0.16981495382351525,0.21674285942632662,-0.03446961096197573,-477.12900483608246,14.825000047683716,1.378360393002055
12:30,866,30.71593533487298,3.6032663447909905,6.679670517609182,3.372956211725828,6.2527257240426515,2.8667518341651412,2.614557824977276,-311.580568253994,-338.9305707216263,-0.04465821982250316,-0.28748609703030786,0.2236682811868108,-0.028525728001054934,-519.9987297058105,13.674999952316284,1.4598535001357213
13:00,866,30.600461893764436,3.874694929058082,7.182839958465616,3.6321772128937337,6.733264966319187,3.2564180897716564,3.011960815199528,-212.73061561584473,-222.28061485290527,-0.3757060773096435,-0.629122336330108,-0.11257752043132693,-0.3570347950034549,-542.5685538053513,12.649999856948853,1.5384600599842067
13:30,866,27.829099307159353,3.9208376297756233,7.268378469386796,3.6669269262106687,6.797683361554958,2.9089250094483137,2.668769112979567,-208.65083050727844,-214.8008313179016,-0.1785464587584879,-0.44715387176027843,0.073353877450247,-0.1668020190184992,-507.95820212364197,11.699999809265137,1.6592946347011968
14:00,864,28.703703703703702,4.554135089373033,8.432619605642037,4.177613749592715,7.735437556918221,3.159732723367159,2.7896806516305164,-180.07060647010803,-190.07080173492432,0.019764540245980542,-0.37174313982064383,0.0873858403345501,-0.2826662314020925,-484.9793543815613,10.549999952316284,1.8552936520165646
14:30,865,26.473988439306357,4.196290481211601,7.774515383085421,3.8547847796162706,7.141803862671878,2.5736544345155616,2.3313711949166533,-236.8803209066391,-247.4803204536438,0.5530634314180677,0.20346465289222973,0.14539114236831666,-0.09689209723059153,-537.4236805140972,9.299999833106995,1.9607871247609054
15:00,862,24.82598607888631,4.717318029112574,8.724660145351605,4.351316484124279,8.047741804678013,2.5359580619844095,2.307564787825963,-154.21005940437317,-161.46005845069885,0.7820298305226472,0.39067770902932153,0.41136239389532403,0.18296911973687724,-338.645120203495,7.650000095367432,2.28659003931911
15:30,861,27.177700348432055,4.543002368533116,8.397388936153494,4.097356881151977,7.573647678367304,1.7640305650912649,1.55648120195885,-159.13867220282555,-173.73867350816727,0.25441023228556037,-0.2110397096718636,0.1746671555972681,-0.032882207535146694,-196.39888061583042,5.350000023841858,2.8901747965128433
