segment,estimator,train_win,deck_days,pct_buy,Sharpe_mid,Sharpe_crossed,ridge_Sharpe_mid_same_days
bar1600,reclasso,500,866,38.799076212471135,1.3055229403260025,0.839069561998372,1.3383216004229939
bar1600,reclasso,2000,866,37.1824480369515,1.7514210244137345,1.2842475436836729,1.3383216004229939
bar1600,reclasticnet,500,866,38.4526558891455,1.396315333799588,0.9297614991232271,1.3383216004229939
bar1600,reclasticnet,2000,866,36.027713625866056,1.6983987412495214,1.2289777346718112,1.3383216004229939
bar1600,ridge,500,866,38.106235565819865,1.0671131243796446,0.5990990639326007,1.3383216004229939
bar1600,ridge,2000,866,36.60508083140878,1.6205017613732724,1.1522732431953986,1.3383216004229939
blk_close,reclasso,500,866,35.21939953810623,1.1393969677744165,0.669502693001263,1.3383216004229939
blk_close,reclasso,2000,866,37.52886836027714,1.6810114075216693,1.2127916971627737,1.3383216004229939
blk_close,reclasticnet,500,866,36.37413394919168,1.293391140205345,0.8264464813834085,1.3383216004229939
blk_close,reclasticnet,2000,866,37.87528868360277,1.7319399879660862,1.264303008028506,1.3383216004229939
blk_close,ridge,500,866,36.60508083140878,0.9056138680217887,0.4354710674612863,1.3383216004229939
blk_close,ridge,2000,866,38.56812933025404,1.6385312508360532,1.172021188571673,1.3383216004229939
none,reclasso,500,866,32.5635103926097,1.2730245339880233,0.7997387982012975,1.3383216004229939
none,reclasso,2000,866,39.722863741339495,1.4687247791477103,1.0000806757317617,1.3383216004229939
none,reclasticnet,500,866,31.755196304849886,1.4756776632965904,1.0014820792611379,1.3383216004229939
none,reclasticnet,2000,866,39.722863741339495,1.4399316559854374,0.9712342622649379,1.3383216004229939
none,ridge,500,866,31.87066974595843,1.2665132345960213,0.7935572477597277,1.3383216004229939
none,ridge,2000,866,39.607390300230946,1.4739786423596093,1.0051004685729115,1.3383216004229939
