tag,sample,measure,bin,n,hit,mean_crossed,share_long_pnl,rho_hit,rho_mean
sub_live_ridge,all,qlike_21,Q1,68,0.39705882352941174,0.055691810057760915,0.11907056352629872,0.3,0.6
sub_live_ridge,all,qlike_21,Q2,67,0.43283582089552236,0.07292437505229124,0.153621386942168,,
sub_live_ridge,all,qlike_21,Q3,67,0.3582089552238806,-0.054820407289971784,-0.11548384191953939,,
sub_live_ridge,all,qlike_21,Q4,67,0.44776119402985076,0.18278547416154003,0.385053118843222,,
sub_live_ridge,all,qlike_21,Q5,68,0.4117647058823529,0.14946158544645788,0.3195528244850746,,
sub_live_ridge,all,fsur_21,Q1,68,0.5,0.4813437883078347,1.029125755910143,-0.20519567041703082,-0.3
sub_live_ridge,all,fsur_21,Q2,67,0.3880597014925373,0.07229300267687222,0.15229134743316583,,
sub_live_ridge,all,fsur_21,Q3,67,0.31343283582089554,-0.21513423763121867,-0.45319853533136834,,
sub_live_ridge,all,fsur_21,Q4,67,0.3880597014925373,-0.06582321209047177,-0.13866218431184277,,
sub_live_ridge,all,fsur_21,Q5,68,0.45588235294117646,0.12734064485669877,0.27225766817712593,,
sub_live_ridge,all,fsur_raw_21,Q1,68,0.4264705882352941,0.39767652649003904,0.8502429362816398,-0.49999999999999994,-0.6
sub_live_ridge,all,fsur_raw_21,Q2,67,0.43283582089552236,0.14696616056871267,0.3095966938892766,,
sub_live_ridge,all,fsur_raw_21,Q3,67,0.373134328358209,-0.10114242344786459,-0.21306510145080537,,
sub_live_ridge,all,fsur_raw_21,Q4,67,0.40298507462686567,-0.05363900355611798,-0.1129951146592353,,
sub_live_ridge,all,fsur_raw_21,Q5,68,0.4117647058823529,0.013112390485674912,0.028034637816348275,,
sub_live_ridge,all,isur_21,Q1,68,0.5,0.4058108089065702,0.867634247323854,0.0,0.0
sub_live_ridge,all,isur_21,Q2,67,0.31343283582089554,-0.20841135987122472,-0.43903622259310543,,
sub_live_ridge,all,isur_21,Q3,67,0.3582089552238806,-0.10618132841907492,-0.22367998254909455,,
sub_live_ridge,all,isur_21,Q4,67,0.3880597014925373,0.025539197068669844,0.053800486768177565,,
sub_live_ridge,all,isur_21,Q5,68,0.4852941176470588,0.2820804766086454,0.6030955229273923,,
sub_live_ridge,all,qlike_63,Q1,63,0.3492063492063492,-0.10930303269869993,-0.21650948374196174,0.8720815992723809,0.7
sub_live_ridge,all,qlike_63,Q2,63,0.3492063492063492,0.10024377224789767,0.1985647318456999,,
sub_live_ridge,all,qlike_63,Q3,63,0.4603174603174603,0.11742839625438972,0.23260435526769094,,
sub_live_ridge,all,qlike_63,Q4,63,0.4126984126984127,0.005788944818467695,0.011466849758067627,,
sub_live_ridge,all,qlike_63,Q5,63,0.49206349206349204,0.3567787408136786,0.7067139774301571,,
sub_live_ridge,all,fsur_63,Q1,63,0.5079365079365079,0.21572629241178534,0.4273146594970797,-0.3,-0.19999999999999998
sub_live_ridge,all,fsur_63,Q2,63,0.31746031746031744,-0.024555374360246584,-0.04863974305710941,,
sub_live_ridge,all,fsur_63,Q3,63,0.4603174603174603,0.2811772555992445,0.5569611468840621,,
sub_live_ridge,all,fsur_63,Q4,63,0.38095238095238093,0.009433108093856056,0.01868527627328302,,
sub_live_ridge,all,fsur_63,Q5,63,0.3968253968253968,-0.010844460308905445,-0.021480909037661495,,
sub_live_ridge,all,fsur_raw_63,Q1,63,0.4444444444444444,0.08196898358391783,0.16236568995782744,-0.6668859288553501,-0.39999999999999997
sub_live_ridge,all,fsur_raw_63,Q2,63,0.4126984126984127,0.2364735825889463,0.46841127845077524,,
sub_live_ridge,all,fsur_raw_63,Q3,63,0.4126984126984127,0.15875023821015288,0.31445542973669444,,
sub_live_ridge,all,fsur_raw_63,Q4,63,0.42857142857142855,0.10535742960259765,0.20869395961334397,,
sub_live_ridge,all,fsur_raw_63,Q5,63,0.36507936507936506,-0.11161341254988082,-0.22108592719898723,,
sub_live_ridge,all,isur_63,Q1,63,0.38095238095238093,-0.11966859306794894,-0.23704177885612043,0.6668859288553501,0.7
sub_live_ridge,all,isur_63,Q2,63,0.4126984126984127,0.19893638515251258,0.3940568983624813,,
sub_live_ridge,all,isur_63,Q3,63,0.3492063492063492,0.018675078975146406,0.036991944394580416,,
sub_live_ridge,all,isur_63,Q4,63,0.4603174603174603,0.13198540216629803,0.26143914380923006,,
sub_live_ridge,all,isur_63,Q5,63,0.4603174603174603,0.24100854820972584,0.4773942228494827,,
sub_live_ridge,all,hit_63,Q1,71,0.4084507042253521,0.051487519820512306,0.11493822444717038,-0.3,-0.3
sub_live_ridge,all,hit_63,Q2,62,0.5,0.25003643741397924,0.48741529694850405,,
sub_live_ridge,all,hit_63,Q3,71,0.43661971830985913,0.18279191182549379,0.40805573587088606,,
sub_live_ridge,all,hit_63,Q4,61,0.4426229508196721,0.19056674938057463,0.3654947339785077,,
sub_live_ridge,all,hit_63,Q5,66,0.2727272727272727,-0.21447434307330054,-0.4450650022978244,,
sub_live_ridge,all,meanR_63,Q1,67,0.40298507462686567,0.12091196364842365,0.2547113162128941,-0.39999999999999997,-0.3
sub_live_ridge,all,meanR_63,Q2,66,0.48484848484848486,0.1914436870386529,0.39727309006206724,,
sub_live_ridge,all,meanR_63,Q3,66,0.45454545454545453,0.2509551998973025,0.5207680089770521,,
sub_live_ridge,all,meanR_63,Q4,66,0.4393939393939394,0.13906255580039145,0.2885747350007729,,
sub_live_ridge,all,meanR_63,Q5,66,0.2727272727272727,-0.2556392871080745,-0.5304881613055428,,
sub_live_ridge,all,vix,Q1,64,0.453125,0.14134769175593742,0.28442833419158914,-0.7,-0.49999999999999994
sub_live_ridge,all,vix,Q2,64,0.390625,0.03169835937919455,0.06378534691884646,,
sub_live_ridge,all,vix,Q3,63,0.4444444444444444,0.2624527623377443,0.5198713217503678,,
sub_live_ridge,all,vix,Q4,64,0.40625,0.07240241057516061,0.14569248903552323,,
sub_live_ridge,all,vix,Q5,64,0.328125,-0.14345638497930535,-0.2886715736346446,,
sub_live_ridge,all,vix_chg_21,Q1,62,0.43548387096774194,0.13846642229888684,0.26992326814537937,-0.39999999999999997,-0.39999999999999997
sub_live_ridge,all,vix_chg_21,Q2,61,0.39344262295081966,0.036112721010607474,0.06926186966989048,,
sub_live_ridge,all,vix_chg_21,Q3,62,0.3709677419354839,-0.045496308108444766,-0.08868945964872568,,
sub_live_ridge,all,vix_chg_21,Q4,61,0.5081967213114754,0.2837991069744173,0.5443083824649951,,
sub_live_ridge,all,vix_chg_21,Q5,62,0.3064516129032258,-0.10664129276868986,-0.20788409049263337,,
sub_live_ridge,2020-21,qlike_21,Q1,22,0.36363636363636365,-0.09852879046968012,-0.12760035856223823,-0.09999999999999999,-0.09999999999999999
sub_live_ridge,2020-21,qlike_21,Q2,21,0.38095238095238093,0.20529438277425535,0.2537829396623547,,
sub_live_ridge,2020-21,qlike_21,Q3,22,0.5,0.5132461270286318,0.664682774723461,,
sub_live_ridge,2020-21,qlike_21,Q4,21,0.42857142857142855,0.23807819309214176,0.29430997037490475,,
sub_live_ridge,2020-21,qlike_21,Q5,22,0.3181818181818182,-0.26554269280642484,-0.3438928119807669,,
sub_live_ridge,2020-21,fsur_21,Q1,22,0.6363636363636364,0.8494199536919176,1.1000469014623877,-0.8207826816681233,-0.8999999999999998
sub_live_ridge,2020-21,fsur_21,Q2,21,0.42857142857142855,0.43091352781740333,0.5326911547795666,,
sub_live_ridge,2020-21,fsur_21,Q3,22,0.2727272727272727,-0.26533024799416044,-0.34361768392844433,,
sub_live_ridge,2020-21,fsur_21,Q4,21,0.38095238095238093,-0.08893382997436128,-0.10993914446818359,,
sub_live_ridge,2020-21,fsur_21,Q5,22,0.2727272727272727,-0.3381309511047548,-0.437898713627611,,
sub_live_ridge,2020-21,fsur_raw_21,Q1,22,0.5,0.9796755235672031,1.2687352345027667,-0.6,-0.7
sub_live_ridge,2020-21,fsur_raw_21,Q2,21,0.47619047619047616,0.11249464307520529,0.1390647948087605,,
sub_live_ridge,2020-21,fsur_raw_21,Q3,22,0.2727272727272727,-0.2176228625390814,-0.281833920410021,,
sub_live_ridge,2020-21,fsur_raw_21,Q4,21,0.3333333333333333,-0.10705698000582535,-0.1323428080695611,,
sub_live_ridge,2020-21,fsur_raw_21,Q5,22,0.4090909090909091,-0.19484923687844197,-0.25234078661422954,,
