tag,rule,exposure_scale,days,buys,pct_buy,mean_size_buys,hit_buys,Sharpe_mid,Sharpe_crossed,mean_crossed,top20_share,top20_kept_from_sign,max_dd_crossed,worst_crossed,dSharpe_crossed,ci_lo,ci_hi,placebo_p,dSharpe_2020_21,dSharpe_2022_24,supported
sub_live_ridge,"sign(s), size 1",1.0,614,250,40.71661237785016,1.0,0.404,1.5107770799023794,1.15154330196654,0.08145683967219576,1.24510982969161,20,15.626431035412072,-5.608638948514649,0.0,0.0,0.0,,0.0,0.0,
sub_live_ridge,(i) gate: qlike_21 top trailing tercile,2.336448598130841,614,107,17.42671009771987,2.3364485981308403,0.3925233644859813,1.0827104819409556,0.8130692306422719,0.07075826501252588,2.2107208453071774,9,21.169084464088343,-5.608638948514649,-0.3384740713242681,-0.0849271014903666,0.06721137742681894,0.795,-1.453418452820277,-0.44490303832157885,False
sub_live_ridge,(ii) gate: fsur_21 > 0,7.575757575757576,614,33,5.374592833876222,7.575757575757576,0.45454545454545453,0.9036093776289015,0.7368695305053636,0.10002403155924577,2.2469985960436984,3,43.82103655584488,-7.575757575757576,-0.41467377146117634,-0.10954911598463417,0.17043547750015642,0.435,-1.453418452820277,-0.5814878720865249,False
sub_live_ridge,(iii) rank of qlike_21,0.9106461189817653,614,250,40.71661237785016,1.0,0.404,1.4003737103407703,1.0720453158902372,0.08102393801981425,1.5223971744963296,13,17.479581378842035,-5.608638948514649,-0.07949798607630276,-0.03543767881691346,0.03519713262051777,0.715,0.15525322902944072,-0.18026742230750226,False
sub_live_ridge,(iv) tercile 2/1/0.5 of qlike_21,0.9303561935140883,614,250,40.71661237785016,0.9999999999999999,0.404,1.3727493228798584,1.0393326429152387,0.07738252867204311,1.5277434364640978,12,17.955122688932803,-5.608638948514649,-0.11221065905130123,-0.03667335900686741,0.030472410968740444,0.855,0.039411606650673225,-0.21104412316958565,False
sub_live_ridge,(i) gate: qlike_63 top trailing tercile,1.8796992481203008,614,133,21.661237785016286,1.8796992481203003,0.45112781954887216,1.6040768663338882,1.295882946456339,0.10461652841671004,1.3344553805464399,13,21.02533380611034,-5.608638948514649,0.14433964448979908,-0.0394378107714748,0.08230579002790762,0.45,-1.453418452820277,0.0897560145154428,False
sub_live_ridge,(ii) gate: fsur_63 > 0,50.0,614,5,0.8143322475570033,50.0,0.4,0.477333787018392,0.4403433268727186,0.22452961869752966,1.961000625067258,2,155.20107680453035,-50.0,-0.7111999750938214,-0.21912861077333193,0.7016847948478738,0.51,-1.453418452820277,-0.9593065613488045,False
sub_live_ridge,(iii) rank of qlike_63,0.8542698085682289,614,250,40.71661237785016,1.0,0.404,1.724046584650568,1.3841358795458718,0.1038540024352691,1.1874775892220313,15,19.522194764436698,-5.608638948514649,0.23259257757933183,-0.01506246912972247,0.05893169021333168,0.265,-0.2628130716769951,0.14659348463110522,False
sub_live_ridge,(iv) tercile 2/1/0.5 of qlike_63,0.8578431372549021,614,250,40.71661237785016,1.0,0.404,1.6544080618080335,1.3010385357631724,0.09390764443999111,1.207505463702306,15,18.328178028035346,-5.608638948514649,0.14949523379663243,-0.022414860369582484,0.044729574346301613,0.465,-0.8546553334337877,0.10726946814546645,False
sub_live_ridge,"(v) sign(rv_hat e^fsur_21 - iv_var), size 1",1.0,614,149,24.267100977198698,1.0,0.4161073825503356,0.8387665189533627,0.4601905988356681,0.03347270403559774,2.0825201296693687,10,16.90939453610208,-10.954857978662613,-0.6913527031308719,-0.1318690842473802,0.026709887321663194,0.97,-1.046722932765678,-0.6146601391472878,False
