,n,mean,std,min,25%,50%,75%,max,skew,ex_kurt,t_mean,Sharpe_ann,n_buy,pct_buy,Sharpe_crossed,n_crossed
all models,866.0,0.05983996973164023,0.37920867566237665,-3.313829717804345,-0.029630170843317816,0.16926150756029673,0.28928690275070235,0.576642337036702,-3.0256071418460406,15.143728521590434,4.643784380902331,2.5050325353712974,0.0,0.0,0.17829416355346142,866.0
