entry,days,n,capital_separately_pts,capital_together_pts,together_over_separately
11:00,all days,865,428.78657560730625,346.96075282870976,0.8091688792665592
11:00,buy days (15:30 long),346,323.3070740044934,120.52466882597547,0.37278698338750355
11:00,sell days (15:30 short),519,499.1062433425148,497.918142163866,0.9976195425433028
13:30,all days,866,415.42478228870914,333.4538754015965,0.8026817118721025
13:30,buy days (15:30 long),346,310.15835903934004,106.87199988736528,0.34457236689793613
13:30,sell days (15:30 short),520,485.4674408354048,484.2179694937581,0.9974262509973963
