,entry,insurance,t1530,together,q
2020-07-06,11:00,7.15100125050202,0.280029296875,7.43103054737702,-1.0
2020-07-08,11:00,-3.1823261410516253,5.349999904632568,2.167673763580943,-1.0
2020-07-10,11:00,5.22847238791554,4.8599607944488525,10.08843318236439,-1.0
2020-07-13,11:00,-15.737619162136866,11.780029296875,-3.957589865261866,1.0
2020-07-15,11:00,3.3818172216213984,-6.239941358566284,-2.8581241369448858,1.0
2020-07-17,11:00,8.844729962327339,-0.7200194597244263,8.124710502602912,-1.0
2020-07-20,11:00,3.6769324938918277,4.0,7.676932493891826,-1.0
2020-07-22,11:00,1.4950183870910712,1.6700196266174316,3.1650380137085037,1.0
2020-07-24,11:00,4.019627864490994,1.6701171398162842,5.689745004307278,-1.0
2020-07-27,11:00,2.468495846355818,-3.5999999046325684,-1.1315040582767502,1.0
2020-07-29,11:00,6.9950415663081085,-5.450000047683716,1.5450415186243927,1.0
2020-07-31,11:00,-5.635661212949078,11.020117282867432,5.384456069918354,1.0
2020-08-03,11:00,4.652891821709286,-3.6601074934005737,0.9927843283087121,1.0
2020-08-05,11:00,6.492856352158931,-0.72998046875,5.762875883408931,1.0
2020-08-07,11:00,-1.9745271780360412,-5.680029392242432,-7.654556570278473,-1.0
2020-08-10,11:00,0.05748355273697037,-3.3800292015075684,-3.3225456487705998,1.0
2020-08-12,11:00,2.676856184349287,-0.39990234375,2.276953840599287,-1.0
2020-08-14,11:00,4.457082454527756,1.9499024152755737,6.406984869803329,-1.0
2020-08-17,11:00,6.896301937679701,2.5,9.396301937679702,-1.0
2020-08-19,11:00,-5.3755097468980155,-1.3499023914337158,-6.7254121383317305,-1.0
2020-08-21,11:00,3.3519567722666386,3.149999976158142,6.5019567484247816,-1.0
2020-08-24,11:00,2.1312836291665276,4.180029273033142,6.311312902199671,1.0
2020-08-26,11:00,-6.903541645358356,4.4999998807907104,-2.4035417645676453,-1.0
2020-08-28,11:00,2.0630607117101256,3.700000047683716,5.763060759393841,-1.0
2020-08-31,11:00,-0.8536708764480432,-0.13994133472442627,-0.9936122111724695,-1.0
2020-09-02,11:00,-0.8731013434417356,4.209912061691284,3.3368107182495486,-1.0
2020-09-04,11:00,-3.1639110877736734,11.140038967132568,7.9761278793588986,1.0
2020-09-08,11:00,7.366051924347635,5.359912395477295,12.725964319824929,1.0
2020-09-09,11:00,6.547459388110333,14.0400390625,20.587498450610333,1.0
2020-09-11,11:00,0.16114173871100057,4.869970321655273,5.031112060366274,-1.0
2020-09-14,11:00,7.219066757024778,-5.849999904632568,1.3690668523922085,1.0
2020-09-16,11:00,-2.68625522722677,-0.08999037742614746,-2.7762456046529174,1.0
2020-09-18,11:00,0.4982264312145581,6.569970607757568,7.0681970389721265,-1.0
2020-09-21,11:00,2.318606013841052,-7.860058784484863,-5.541452770643815,-1.0
2020-09-23,11:00,-6.094839685335884,-1.219921588897705,-7.3147612742335895,1.0
2020-09-25,11:00,4.083276393961704,5.159960985183716,9.24323737914542,-1.0
2020-09-28,11:00,6.777661358692171,1.9500975608825684,8.72775891957474,-1.0
2020-09-30,11:00,-1.667292959817873,2.4000000953674316,0.7327071355495587,-1.0
2020-10-02,11:00,2.7256173488745254,-3.080077886581421,-0.35446053770689545,-1.0
2020-10-05,11:00,3.8495309967767977,4.700000047683716,8.549531044460515,-1.0
2020-10-07,11:00,5.756720366360299,4.039941310882568,9.796661677242867,-1.0
2020-10-09,11:00,0.5445155558715946,3.8500001430511475,4.394515698922742,-1.0
2020-10-12,11:00,-5.387345392684717,1.780029296875,-3.6073160958097166,1.0
2020-10-14,11:00,-4.964240328710058,0.9300780296325684,-4.03416229907749,1.0
2020-10-16,11:00,-0.3384147055949249,6.68994140625,6.351526700655075,1.0
2020-10-19,11:00,-0.5578398044693742,7.6000001430511475,7.042160338581773,-1.0
2020-10-21,11:00,-6.538622121751626,-7.589941501617432,-14.128563623369057,-1.0
2020-10-23,11:00,7.6419630700850085,-0.5898926258087158,7.052070444276293,-1.0
2020-10-26,11:00,3.8270984109342905,1.2300293445587158,5.057127755493006,-1.0
2020-10-28,11:00,2.1646396134823593,-13.369970798492432,-11.205331185010074,-1.0
2020-10-30,11:00,1.9604108980609283,-8.159961223602295,-6.199550325541367,-1.0
2020-11-02,11:00,12.699677890393756,8.460009574890137,21.159687465283895,-1.0
2020-11-04,11:00,7.688277964950611,-10.339941501617432,-2.6516635366668204,1.0
2020-11-06,11:00,10.645417898447207,-6.699999809265137,3.94541808918207,1.0
2020-11-09,11:00,-3.392315647661121,24.0,20.60768435233888,1.0
2020-11-11,11:00,4.505891335614335,-1.2599122524261475,3.245979083188187,-1.0
2020-11-13,11:00,2.6143451199395056,4.9500977993011475,7.564442919240655,-1.0
2020-11-16,11:00,0.455970238498832,6.109911918640137,6.565882157138969,1.0
2020-11-18,11:00,0.3236684747878442,16.30996084213257,16.633629316920413,1.0
2020-11-20,11:00,4.421711763063625,4.4400389194488525,8.86175068251248,-1.0
2020-11-23,11:00,1.1015390602682267,2.2400877475738525,3.341626807842079,-1.0
2020-11-25,11:00,5.15889354178831,-3.4999022483825684,1.658991293405741,1.0
2020-11-30,11:00,3.3589551041872445,0.6201171875,3.9790722916872454,-1.0
2020-12-02,11:00,2.8351518915434455,3.950000047683716,6.785151939227161,-1.0
2020-12-04,11:00,3.005847245015258,-0.6201173067092896,2.3857299383059685,-1.0
2020-12-07,11:00,6.008607827633335,-1.140039086341858,4.868568741291477,1.0
2020-12-09,11:00,-5.211510036908901,1.6200683116912842,-3.591441725217617,1.0
2020-12-11,11:00,2.239103687463656,-4.3500001430511475,-2.1108964555874916,1.0
2020-12-14,11:00,0.12567462219456615,7.410009860992432,7.535684483186998,1.0
2020-12-16,11:00,8.864962075032453,0.919921875,9.784883950032453,-1.0
2020-12-18,11:00,11.612279608538817,-6.309912204742432,5.302367403796385,-1.0
2020-12-21,11:00,1.5217470245703346,6.299999952316284,7.821746976886615,-1.0
2020-12-23,11:00,-2.5958099559977947,6.539990186691284,3.9441802306934894,1.0
2020-12-28,11:00,6.487209674843368,-2.950000047683716,3.537209627159652,1.0
2020-12-30,11:00,2.874822973473738,-2.3499999046325684,0.5248230688411688,1.0
2020-12-31,11:00,-1.6194416318253513,-0.570068359375,-2.189509991200353,-1.0
2021-01-04,11:00,-2.7283187978471215,-2.7500975131988525,-5.478416311045974,1.0
2021-01-06,11:00,-3.9871423434964886,-3.139892578125,-7.1270349216214886,1.0
2021-01-08,11:00,0.9393133632195649,-0.9200685024261475,0.019244860793417473,1.0
2021-01-11,11:00,1.4082538085655383,6.349999904632568,7.758253713198107,-1.0
2021-01-13,11:00,8.007418374714234,5.200000047683716,13.20741842239795,-1.0
2021-01-15,11:00,12.619936263097433,-0.25,12.369936263097433,-1.0
2021-01-19,11:00,4.055780499791543,2.5099120140075684,6.56569251379911,-1.0
2021-01-20,11:00,5.689205626930828,0.10009759664535522,5.789303223576184,-1.0
2021-01-22,11:00,3.216513635765744,5.480029284954071,8.696542920719814,1.0
2021-01-25,11:00,-2.1532623456901714,-5.460107326507568,-7.6133696721977415,-1.0
2021-01-27,11:00,-7.33080004855487,13.329980373382568,5.999180324827698,-1.0
2021-01-29,11:00,-10.949915913902274,-2.4600095748901367,-13.40992548879241,-1.0
2021-02-01,11:00,1.1262703874193143,-5.0101072788238525,-3.883836891404542,1.0
2021-02-03,11:00,9.492179368435155,-0.2300781011581421,9.262101267277012,-1.0
2021-02-05,11:00,4.504546504521667,2.169921875,6.674468379521667,-1.0
2021-02-08,11:00,-2.0529489030091383,-3.0400878190994263,-5.093036722108565,-1.0
2021-02-10,11:00,12.08175646984372,4.929882764816284,17.011639234660002,-1.0
2021-02-12,11:00,-0.01211602022658509,-6.480078101158142,-6.492194121384728,-1.0
2021-02-16,11:00,3.3516421620689094,1.840087890625,5.191730052693909,-1.0
2021-02-17,11:00,3.4503484055517224,2.069921851158142,5.520270256709864,-1.0
2021-02-19,11:00,-1.057220652862095,-1.359960913658142,-2.417181566520238,1.0
2021-02-22,11:00,5.157823859017309,1.9000000953674316,7.057823954384741,-1.0
2021-02-24,11:00,0.1625106432645964,-4.399999976158142,-4.237489332893546,1.0
2021-02-26,11:00,1.4250372294395,-5.650097370147705,-4.225060140708205,-1.0
2021-03-01,11:00,8.862808342863822,-2.570068359375,6.292739983488822,1.0
2021-03-03,11:00,-0.9419939374737574,-4.380029201507568,-5.322023138981322,-1.0
2021-03-05,11:00,-10.549391314727771,-8.660058498382568,-19.20944981311034,1.0
2021-03-08,11:00,-15.75822486233079,3.14990234375,-12.608322518580792,1.0
2021-03-10,11:00,11.990236613522526,5.760058879852295,17.75029549337482,-1.0
2021-03-12,11:00,6.4248037258505875,1.409912109375,7.8347158352255875,-1.0
2021-03-15,11:00,-4.53198625649263,10.639941394329071,6.107955137836441,1.0
2021-03-17,11:00,1.7261171681248726,7.6000001430511475,9.32611731117602,-1.0
2021-03-19,11:00,6.8333038392182175,-0.19990229606628418,6.633401543151933,-1.0
2021-03-22,11:00,6.263474716174973,-0.6099121570587158,5.653562559116257,-1.0
2021-03-24,11:00,-3.0134388554519838,-9.660107374191284,-12.673546229643264,-1.0
2021-03-26,11:00,-4.777549972028613,-24.5400390625,-29.31758903452861,-1.0
2021-03-29,11:00,0.7946513439234923,-2.459912061691284,-1.6652607177677936,-1.0
2021-03-31,11:00,3.2198117259069408,-5.310107469558716,-2.090295743651776,-1.0
2021-04-01,11:00,1.36893141759698,-0.6201173067092896,0.7488141108876896,-1.0
2021-04-05,11:00,6.566044059455931,1.840087890625,8.40613195008093,-1.0
2021-04-07,11:00,4.88934413173062,-0.9499512910842896,3.93939284064633,-1.0
2021-04-09,11:00,0.3770381781794505,-4.099804639816284,-3.7227664616368337,-1.0
2021-04-12,11:00,4.837263974620296,0.8597655296325684,5.697029504252864,-1.0
2021-04-14,11:00,-5.25381504053136,-0.41015625,-5.663971290531361,1.0
2021-04-16,11:00,4.379859729018076,4.049999952316284,8.42985968133436,-1.0
2021-04-19,11:00,3.516661414144009,1.5902342796325684,5.106895693776577,-1.0
2021-04-21,11:00,2.078619689273154,-5.0199220180511475,-2.9413023287779936,-1.0
2021-04-23,11:00,3.358191827398528,-0.7800780534744263,2.578113773924102,-1.0
2021-04-26,11:00,4.432975674987223,3.7499999403953552,8.182975615382578,-1.0
2021-04-28,11:00,3.6781053776272277,1.8698241710662842,5.547929548693512,1.0
2021-04-30,11:00,3.206811609302777,1.6199219226837158,4.826733531986493,-1.0
2021-05-03,11:00,5.4334365799620645,0.8101562261581421,6.243592806120207,-1.0
2021-05-05,11:00,-1.1677905172268659,5.75,4.582209482773134,-1.0
2021-05-07,11:00,5.536286793233072,2.050097703933716,7.5863844971667875,-1.0
2021-05-10,11:00,-6.884279741362903,-6.119824171066284,-13.004103912429187,-1.0
2021-05-12,11:00,0.6236629957258728,8.340039253234863,8.963702248960736,-1.0
2021-05-14,11:00,5.618206133196053,4.800097703933716,10.41830383712977,-1.0
2021-05-17,11:00,8.523184074241392,1.8099608421325684,10.33314491637396,-1.0
2021-05-19,11:00,-2.0284979632045594,1.31982421875,-0.7086737444545577,-1.0
2021-05-21,11:00,0.21895009594195347,-4.14013671875,-3.9211866228080474,-1.0
2021-05-24,11:00,4.485913217874401,-4.850195407867432,-0.3642821899930304,-1.0
2021-05-26,11:00,9.168298265578809,3.200000047683716,12.368298313262525,-1.0
2021-05-28,11:00,1.2869645028543515,3.39013671875,4.677101221604351,1.0
2021-06-01,11:00,5.731560921306978,-3.0999999046325684,2.63156101667441,1.0
2021-06-02,11:00,1.6580824885929788,0.7701171636581421,2.428199652251121,1.0
2021-06-04,11:00,3.9709250999689822,2.1999999284744263,6.170925028443408,-1.0
2021-06-07,11:00,4.186350258096786,2.049999952316284,6.23635021041307,-1.0
2021-06-09,11:00,0.2816203865709168,-2.649804711341858,-2.36818432477094,1.0
2021-06-11,11:00,0.37910229588346844,-5.289941370487213,-4.910839074603745,-1.0
2021-06-14,11:00,-11.660769136661749,-8.199902355670929,-19.860671492332678,-1.0
2021-06-16,11:00,-0.9580677060270775,0.9001953601837158,-0.05787234584336076,-1.0
2021-06-18,11:00,-0.551031084797204,-6.999804735183716,-7.55083581998092,-1.0
2021-06-21,11:00,5.930251857141766,3.1500000953674316,9.080251952509197,-1.0
2021-06-23,11:00,-4.331190735302836,-5.910156309604645,-10.241347044907481,-1.0
2021-06-25,11:00,2.580801353070208,3.0,5.580801353070207,-1.0
2021-06-28,11:00,0.5042065670522498,1.1901366710662842,1.6943432381185337,-1.0
2021-06-30,11:00,5.283065190421475,3.600000023841858,8.883065214263333,-1.0
2021-07-02,11:00,-1.792365147281668,2.200000047683716,0.40763490040204786,-1.0
2021-07-06,11:00,2.2628999628343767,2.350000023841858,4.612899986676233,-1.0
2021-07-07,11:00,0.2761783607986441,-2.600000023841858,-2.323821663043214,1.0
2021-07-09,11:00,0.6983300560705272,-3.100000023841858,-2.40166996777133,1.0
2021-07-12,11:00,5.009116198545706,-1.9798827767372131,3.0292334218084926,1.0
2021-07-14,11:00,-4.6929334089825705,-2.0498046875,-6.7427380964825705,1.0
2021-07-16,11:00,1.832554645489049,2.41015625,4.242710895489047,-1.0
2021-07-19,11:00,-1.2769613597527396,-11.190234184265137,-12.467195544017876,-1.0
2021-07-21,11:00,1.896485860364278,0.5899415016174316,2.4864273619817094,1.0
2021-07-23,11:00,-1.6051028246800594,1.359960913658142,-0.24514191102191774,-1.0
2021-07-26,11:00,0.8344266916538103,2.5,3.3344266916538103,-1.0
2021-07-28,11:00,7.962167909881355,-0.19013667106628418,7.772031238815071,1.0
2021-07-30,11:00,8.427112042090556,5.049999952316284,13.47711199440684,-1.0
2021-08-02,11:00,-5.264392921933135,0.16015625,-5.104236671933137,-1.0
2021-08-04,11:00,4.681228647136868,-0.26015621423721313,4.4210724328996545,1.0
2021-08-06,11:00,4.266819122544646,2.349999964237213,6.6168190867818595,-1.0
2021-08-09,11:00,3.4768505800423397,1.949999988079071,5.426850568121411,-1.0
2021-08-11,11:00,1.2632219991294207,-1.239843726158142,0.02337827297127859,-1.0
2021-08-13,11:00,2.755897451616156,-1.2999999523162842,1.4558974992998719,-1.0
2021-08-16,11:00,0.16625034942948602,-2.5099610090255737,-2.343710659596084,-1.0
2021-08-18,11:00,-0.635222714120701,-14.529980421066284,-15.165203135186985,-1.0
2021-08-20,11:00,4.699844972988749,3.2499998807907104,7.94984485377946,-1.0
2021-08-23,11:00,0.6733679212739823,3.2202147841453552,3.8935827054193375,1.0
2021-08-25,11:00,3.0095163321866263,1.350000023841858,4.359516356028484,-1.0
2021-08-27,11:00,3.608534905864845,-1.470117211341858,2.138417694522987,1.0
2021-08-30,11:00,1.8677478838774673,0.3900391161441803,2.2577870000216476,-1.0
2021-08-31,11:00,-0.508267893441599,0.06982421875,-0.43844367469159895,-1.0
2021-09-01,11:00,0.16310007275222338,-0.9898437261581421,-0.8267436534059183,1.0
2021-09-03,11:00,5.754744251736412,1.7999999523162842,7.554744204052696,-1.0
2021-09-07,11:00,1.6986453224654596,-2.400000035762787,-0.7013547132973272,1.0
2021-09-08,11:00,-1.4581572688010729,-2.700000047683716,-4.15815731648479,1.0
2021-09-10,11:00,-1.1385136453229112,-6.5199220180511475,-7.658435663374057,-1.0
2021-09-13,11:00,3.298043173010468,-1.9700195789337158,1.3280235940767522,1.0
2021-09-15,11:00,1.3912208241810387,-3.049999952316284,-1.6587791281352438,1.0
2021-09-17,11:00,11.28874402688538,6.599999904632568,17.88874393151795,-1.0
2021-09-20,11:00,-3.791476501476346,18.429980516433716,14.63850401495737,1.0
2021-09-22,11:00,5.73057012900691,-1.0598633289337158,4.670706800073194,-1.0
2021-09-24,11:00,3.0883509260038027,4.3999998569488525,7.488350782952654,-1.0
2021-09-27,11:00,0.7965019084428269,1.1098631620407104,1.9063650704835373,-1.0
2021-09-29,11:00,-6.0217953571311815,-9.240039110183716,-15.261834467314898,-1.0
2021-09-30,11:00,-14.318587940443171,-16.85996103286743,-31.178548973310605,-1.0
2021-10-01,11:00,1.338891061129246,4.740039110183716,6.078930171312962,-1.0
2021-10-04,11:00,19.871387352072304,3.840038776397705,23.71142612847001,-1.0
2021-10-06,11:00,-8.36671525175479,-1.0498046875,-9.41651993925479,-1.0
2021-10-08,11:00,0.8289657954810519,-3.460156202316284,-2.6311904068352323,-1.0
2021-10-11,11:00,-3.0726059457096824,-3.010058641433716,-6.082664587143398,-1.0
2021-10-13,11:00,6.152029900851181,2.1001951694488525,8.252225070300035,-1.0
2021-10-15,11:00,6.240534123532774,3.600000023841858,9.840534147374632,-1.0
2021-10-18,11:00,2.4843669760139253,-1.7400391101837158,0.7443278658302095,1.0
2021-10-20,11:00,3.563504881996381,1.460058569908142,5.023563451904523,-1.0
2021-10-22,11:00,2.2329736457491958,3.649999976158142,5.882973621907338,-1.0
2021-10-25,11:00,1.022704370196305,1.9499999284744263,2.972704298670731,-1.0
2021-10-27,11:00,-7.110551110928526,8.419824123382568,1.3092730124540424,1.0
2021-10-29,11:00,-6.188545760254056,-6.1298828125,-12.318428572754055,-1.0
2021-11-01,11:00,0.5248525853748491,0.5699218511581421,1.0947744365329903,1.0
2021-11-03,11:00,1.1479199220330223,-1.5198242664337158,-0.37190434440069353,-1.0
2021-11-05,11:00,-3.7756421026809823,2.5702147483825684,-1.2054273542984149,-1.0
2021-11-08,11:00,5.650049351624543,2.450000047683716,8.100049399308258,-1.0
2021-11-10,11:00,-5.568715909655845,6.0,0.4312840903441568,-1.0
2021-11-12,11:00,-4.298130654311375,3.649999976158142,-0.6481306781532332,-1.0
2021-11-15,11:00,3.359782698924461,3.1000000834465027,6.459782782370963,-1.0
2021-11-17,11:00,-2.5588468239825204,1.269921898841858,-1.2889249251406625,-1.0
2021-11-19,11:00,4.645525027948252,1.9599609375,6.605485965448252,-1.0
2021-11-22,11:00,-9.497467202107245,33.610058665275574,24.11259146316833,1.0
2021-11-24,11:00,0.867660917833952,-4.1499998569488525,-3.2823389391149007,1.0
2021-11-29,11:00,0.37233335239723786,-4.379980564117432,-4.007647211720194,-1.0
2021-11-30,11:00,1.2539838852887222,7.600000381469727,8.853984266758449,-1.0
2021-12-01,11:00,-13.221401752056579,-9.659961223602295,-22.881362975658874,-1.0
2021-12-03,11:00,3.376809143920635,-2.930176258087158,0.44663288583347693,-1.0
2021-12-06,11:00,17.238007598395914,8.799999952316284,26.038007550712198,-1.0
2021-12-08,11:00,6.44527846306436,-3.0400391817092896,3.4052392813550725,1.0
2021-12-10,11:00,3.8394510779922797,-7.070019602775574,-3.230568524783294,-1.0
2021-12-13,11:00,1.8281166790905505,-5.329785108566284,-3.5016684294757336,-1.0
2021-12-15,11:00,-3.688147010539126,0.04990243911743164,-3.638244571421694,-1.0
2021-12-17,11:00,0.5640571026949281,-0.45986318588256836,0.10419391681235979,-1.0
2021-12-20,11:00,9.083040548073171,7.279980659484863,16.363021207558035,-1.0
2021-12-22,11:00,0.6867704864022728,6.960058569908142,7.646829056310414,1.0
2021-12-23,11:00,7.870669453995576,0.14003896713256836,8.010708421128143,-1.0
2021-12-27,11:00,2.369451434967628,-2.3899413347244263,-0.020489899756796603,-1.0
2021-12-29,11:00,7.325392672147043,1.6600584983825684,8.985451170529611,-1.0
2021-12-31,11:00,-3.4164016729961517,-6.31982421875,-9.736225891746152,-1.0
2022-01-03,11:00,2.3715968407219323,2.8399412631988525,5.211538103920784,-1.0
2022-01-05,11:00,-10.500131782258322,9.819921970367432,-0.6802098118908901,1.0
2022-01-07,11:00,4.816902137240213,1.3702147006988525,6.187116837939065,1.0
2022-01-10,11:00,-5.71622248111224,15.2900390625,9.57381658138776,1.0
2022-01-12,11:00,15.896339137367882,-5.64990234375,10.246436793617882,1.0
2022-01-14,11:00,-1.9155772449392856,-2.64990234375,-4.565479588689286,1.0
2022-01-18,11:00,5.2352159933642834,3.4098634719848633,8.645079465349149,-1.0
2022-01-19,11:00,-6.810540087616042,17.240234375,10.42969428738396,1.0
2022-01-21,11:00,-4.243375033699387,-17.600000381469727,-21.843375415169106,1.0
2022-01-24,11:00,-31.94411385598957,-35.1298828125,-67.07399666848957,-1.0
2022-01-26,11:00,0.9666414463031803,-20.469823837280273,-19.503182390977095,1.0
2022-01-28,11:00,-17.431264346673974,-24.75009822845459,-42.18136257512856,-1.0
2022-01-31,11:00,-4.058608467488245,-10.949804782867432,-15.008413250355673,-1.0
2022-02-02,11:00,4.091241892888216,9.300000190734863,13.39124208362308,-1.0
2022-02-04,11:00,5.19121596105256,-16.07021474838257,-10.878998787330005,-1.0
2022-02-07,11:00,-0.23866427191465966,-6.229882717132568,-6.468546989047226,-1.0
2022-02-09,11:00,11.483277690305595,6.919824123382568,18.403101813688163,-1.0
2022-02-11,11:00,-5.367686571719375,21.440136909484863,16.07245033776549,-1.0
2022-02-14,11:00,10.172143542559965,14.730078220367432,24.902221762927397,-1.0
2022-02-16,11:00,-1.8380029648098013,-4.909765720367432,-6.747768685177235,1.0
