source,state,sessions,p99_loss_pct_index,p99.9_loss_pct_index,worst_loss_pct_index,worst_date
replay 1998-2024,all days,6593,1.1055014498367888,3.233805448858925,8.923899901862814,2008-10-10
replay 1998-2024,brake full,6134,0.8677454517633288,1.86659750653613,3.472563849581224,2022-09-21
replay 1998-2024,brake half,318,2.1668013215413,3.228175781443913,3.283833707023504,2002-07-22
replay 1998-2024,brake zero,141,5.534845485917332,8.514224478207055,8.923899901862814,2008-10-10
realized 2020-2025 (net),all days,1279,0.6605669532177273,1.6958300103437087,2.9412000849286124,2020-03-13
realized 2020-2025 (net),brake full,1199,0.587768757901114,0.9513876914462954,1.1056446578907417,2020-02-28
realized 2020-2025 (net),brake half,41,0.6548178369198675,0.7576235930057262,0.7690464547930437,2020-03-06
realized 2020-2025 (net),brake zero,39,2.5543128923663154,2.9025113656723867,2.9412000849286124,2020-03-13
