forecast,buy_share,a0,blk2,blk2_inc,lgbm,xgb,lasso_t,lasso_f,enet
a0,0.3302540415704388,1.0,0.8337182448036952,0.8233256351039261,0.8660508083140878,0.874133949191686,0.8579676674364896,0.8244803695150116,0.8602771362586605
blk2,0.3995381062355658,0.8337182448036952,1.0,0.9572748267898383,0.8221709006928406,0.8094688221709007,0.8903002309468823,0.9676674364896074,0.8926096997690531
blk2_inc,0.40993071593533487,0.8233256351039261,0.9572748267898383,1.0,0.8048498845265589,0.792147806004619,0.8868360277136259,0.9526558891454965,0.8799076212471132
lgbm,0.3348729792147806,0.8660508083140878,0.8221709006928406,0.8048498845265589,1.0,0.9549653579676675,0.8695150115473441,0.8337182448036952,0.8625866050808314
xgb,0.32217090069284066,0.874133949191686,0.8094688221709007,0.792147806004619,0.9549653579676675,1.0,0.8637413394919169,0.8187066974595842,0.859122401847575
lasso_t,0.37066974595842955,0.8579676674364896,0.8903002309468823,0.8868360277136259,0.8695150115473441,0.8637413394919169,1.0,0.9018475750577367,0.9376443418013857
lasso_f,0.4133949191685912,0.8244803695150116,0.9676674364896074,0.9526558891454965,0.8337182448036952,0.8187066974595842,0.9018475750577367,1.0,0.9018475750577367
enet,0.35450346420323325,0.8602771362586605,0.8926096997690531,0.8799076212471132,0.8625866050808314,0.859122401847575,0.9376443418013857,0.9018475750577367,1.0
