forecast,entry_stamps,max_rel_diff_vs_row_16:00,days_matched_row_16:00,max_rel_diff_vs_row_16:30,days_matched_row_16:30
a0,15:30,0.0,866,1.6468590523395568,866
blk2,15:30,0.0,866,1.1680354146942764,866
blk2_inc,15:30,0.0,866,1.143689712111434,866
lgbm,15:30,0.0,866,0.9223027155425356,866
xgb,15:30,0.0,866,0.9173158962615524,866
lasso_t,15:30,0.0,866,1.0777822933043533,866
lasso_f,15:30,0.0,866,1.1412082074220558,866
enet,15:30,0.0,866,1.064453872825173,866
